projectRcn,projectID,participationId,projectAcronym,role,id,name,WikiOrganization,shortName,activityType,endOfParticipation,ecContribution,country,WikiCountry,street,WikiStreet,city,WikiCity,postCode
230250,952378,952378916274126,BrainTwin,participant,916274126,STEINBEIS 2I GMBH,,Steinbeis 2i GmbH,PRC,false,185250,Germany,http://www.wikidata.org/entity/Q183,KIENESTRASSE 35,,Stuttgart,https://www.wikidata.org/entity/Q1022,70174
230250,952378,952378940719872,BrainTwin,participant,940719872,ZENTRUM FUR SOZIALE INNOVATION GMBH,,Zentrum fuer Soziale Innovation GmbH,REC,false,99250,Austria,http://www.wikidata.org/entity/Q40,LINKE WIENZEILE 246,,Vienna,https://www.wikidata.org/entity/Q1741,1150
230250,952378,952378999853303,BrainTwin,coordinator,999853303,Gheorghe Asachi Technical University of Iași,http://www.wikidata.org/entity/Q458666,TECHNICAL UNIVERSITY OF IASI,HES,false,271250,Romania,http://www.wikidata.org/entity/Q218,B DUL DIMITRU MANGERON 67,,Iași,https://www.wikidata.org/entity/Q46852,700050
230250,952378,952378999846610,BrainTwin,participant,999846610,University of Salamanca,http://www.wikidata.org/entity/Q308963,USAL,HES,false,147125,Spain,http://www.wikidata.org/entity/Q29,CALLE PATIO DE ESCUELAS 1,,Salamanca,https://www.wikidata.org/entity/Q15695,37008
210243,741223,741223917994809,CRAVEzero,participant,917994809,3I EFFICIENTAMENTO ENERGETICO SRL,,3iEE,PRC,false,95625,Italy,http://www.wikidata.org/entity/Q38,VIA DUCCIO GALIMBERTI 36,,Alessandria Challenger,https://www.wikidata.org/entity/Q3609725,15121
210243,741223,741223917768023,CRAVEzero,participant,917768023,KOHLER & MEINZER GMBH & CO. KG WOHNUNGSUNTERNEHMEN,,Köhler&Meinzer,PRC,false,150625,Germany,http://www.wikidata.org/entity/Q183,JUNKERSRING 14,,EGGENSTEIN-LEOPOLDSHAFEN,,76344
210243,741223,741223917805562,CRAVEzero,participant,917805562,ATP SUSTAIN GMBH,,ATP sustain,PRC,false,140500,Germany,http://www.wikidata.org/entity/Q183,KARLSTRASSE 66,,Munich,https://www.wikidata.org/entity/Q1726,80335
210243,741223,741223917825835,CRAVEzero,participant,917825835,Moretti Motor Company,http://www.wikidata.org/entity/Q1628610,MORETTI,PRC,false,94250,Italy,http://www.wikidata.org/entity/Q38,VIA GANDHI 9,,ERBUSCO,,25030
210243,741223,741223999984059,CRAVEzero,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,,Fraunhofer,REC,false,309750,Germany,http://www.wikidata.org/entity/Q183,HANSASTRASSE 27C,,Munich,https://www.wikidata.org/entity/Q1726,80686
210243,741223,741223997235370,CRAVEzero,coordinator,997235370,AEE INSTITUT FUR NACHHALTIGE TECHNOLOGIEN,,AEE INTEC,REC,false,591000,Austria,http://www.wikidata.org/entity/Q40,Gemeindebau Feldgasse 19,https://www.wikidata.org/entity/Q96197243,Gleisdorf,https://www.wikidata.org/entity/Q643600,8200
210243,741223,741223999887253,CRAVEzero,participant,999887253,European Academy of Bozen,http://www.wikidata.org/entity/Q1245390,Eurac Research,REC,false,409750,Italy,http://www.wikidata.org/entity/Q38,VIALE DRUSO 1,,Bolzano,https://www.wikidata.org/entity/Q6526,39100
210243,741223,741223999429704,CRAVEzero,participant,999429704,Skanska Sverige AB,http://www.wikidata.org/entity/Q91019135,SKANSKA,PRC,false,100000,Sweden,http://www.wikidata.org/entity/Q34,WARFINGES VAG 25,,Stockholm,https://www.wikidata.org/entity/Q1754,112 74
210243,741223,741223999457349,CRAVEzero,participant,999457349,Bouygues,http://www.wikidata.org/entity/Q895325,BOUYGUES,PRC,false,103750,France,http://www.wikidata.org/entity/Q142,avenue Eugène Freyssinet 1,,Fermes de Guyancourt,https://www.wikidata.org/entity/Q3068989,78280
203389,689925,689925927194386,SafeWaterAfrica,participant,927194386,CONDIAS GMBH,,CONDIAS GmbH,PRC,false,429802.5,Germany,http://www.wikidata.org/entity/Q183,FRAUNHOFER STRASE 1B,,Itzehoe,https://www.wikidata.org/entity/Q16073,25524
203389,689925,689925999984059,SafeWaterAfrica,coordinator,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,,Fraunhofer,REC,false,476786.25,Germany,http://www.wikidata.org/entity/Q183,HANSASTRASSE 27C,,Munich,https://www.wikidata.org/entity/Q1726,80686
203389,689925,689925930178009,SafeWaterAfrica,participant,930178009,ADVANCE CALL PTY LTD,,AC,PRC,false,229527.5,South Africa,http://www.wikidata.org/entity/Q258,57 GEORGE STORRAR DRIVEGROENKLOOF0181,,Pretoria,https://www.wikidata.org/entity/Q3926,0075
203389,689925,689925999646693,SafeWaterAfrica,participant,999646693,Council for Scientific and Industrial Research,http://www.wikidata.org/entity/Q849145,CSIR,REC,false,403906.25,South Africa,http://www.wikidata.org/entity/Q258,Meiring Naude Road Brummeria 46,,Pretoria,https://www.wikidata.org/entity/Q3926,0001
203389,689925,689925923729740,SafeWaterAfrica,participant,923729740,TSHWANE UNIVERSITY OF TECHNOLOGY,,TUT,HES,false,185625,South Africa,http://www.wikidata.org/entity/Q258,5TH FLOOR BUILDING 21 STAATSARTILLE ROAD,,Pretoria,https://www.wikidata.org/entity/Q3926,0082
203389,689925,689925999840208,SafeWaterAfrica,participant,999840208,University of Castile-La Mancha,http://www.wikidata.org/entity/Q941806,UCLM,HES,false,281482.5,Spain,http://www.wikidata.org/entity/Q29,CALLE ALTAGRACIA 50,,Ciudad Real,https://www.wikidata.org/entity/Q56241563,13071
203389,689925,689925928902362,SafeWaterAfrica,participant,928902362,SALOMON LDA,,Salomon,PRC,false,208327.5,Mozambique,http://www.wikidata.org/entity/Q1029,AV DA MALHANGALENE 620 RC,,Maputo,https://www.wikidata.org/entity/Q3889,1354
203389,689925,689925928909540,SafeWaterAfrica,participant,928909540,VIRTUAL CONSULTING ENGINEERS VCE,,VCE,PRC,false,235462.5,South Africa,http://www.wikidata.org/entity/Q258,SUITE 1 GROENKLOOF FORUM 57 GEORGE STORRAR DRIVE,,Pretoria,https://www.wikidata.org/entity/Q3926,0181
203389,689925,689925999877359,SafeWaterAfrica,participant,999877359,Stellenbosch University,http://www.wikidata.org/entity/Q1066492,SU UNIVERSITY OF STELLENBOSCH,HES,false,270453.13,South Africa,http://www.wikidata.org/entity/Q258,VICTORIA STREET ADMINISTRATION B BUILDING,,Stellenbosch Monarchs,https://www.wikidata.org/entity/Q39049462,7600
203389,689925,689925999839626,SafeWaterAfrica,participant,999839626,University of Ferrara,http://www.wikidata.org/entity/Q955609,Unife,HES,false,268625,Italy,http://www.wikidata.org/entity/Q38,VIA ARIOSTO 35,,Ferrara,https://www.wikidata.org/entity/Q13362,44121
223215,817683,817683902434845,FOX,participant,902434845,HUTTEN CATERING B.V.,,HUTTEN,PRC,false,111250,Netherlands,http://www.wikidata.org/entity/Q55,MOUNTBATTENWEG 2,,VEGHEL,,5466 AX
223215,817683,817683999997736,FOX,participant,999997736,Aarhus University,http://www.wikidata.org/entity/Q924265,AU,HES,false,512004.69,Denmark,http://www.wikidata.org/entity/Q35,NORDRE RINGGADE 1,,Aarhus,https://www.wikidata.org/entity/Q25319,8000
223215,817683,817683953083589,FOX,participant,953083589,INSTITUT ZA NUTRICIONISTIKO LJUBLJANA,,NUTRIS,REC,false,292625,Slovenia,http://www.wikidata.org/entity/Q215,TRZASKA CESTA 40,,Ljubljana,https://www.wikidata.org/entity/Q437,1000
223215,817683,817683939978501,FOX,participant,939978501,SPOLECNOST MLADYCH AGRARNIKU CESKEREPUBLIKY ZS,,SMA CZ,OTH,false,43750,Czech Republic,http://www.wikidata.org/entity/Q213,PLASKA 6223 MALA STRANA,,Prague,https://www.wikidata.org/entity/Q1085,150 00
223215,817683,817683999865137,FOX,participant,999865137,Warsaw University of Life Sciences,http://www.wikidata.org/entity/Q681,SGGW WARSAW UNIVERSITY OF LIFE SCIENCES,HES,false,167500,Poland,http://www.wikidata.org/entity/Q36,UL. NOWOURSYNOWSKA 166,,Warsaw,https://www.wikidata.org/entity/Q270,02 787
223215,817683,817683907424719,FOX,participant,907424719,CEDRUS SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA SPOLKA KOMANDYTOWA,,CEDRUS,PRC,false,184125,Poland,http://www.wikidata.org/entity/Q36,LAZYN 97 A,,DOBRZEJEWICE,,87 123
223215,817683,817683999984059,FOX,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,,Fraunhofer,REC,false,463687.5,Germany,http://www.wikidata.org/entity/Q183,HANSASTRASSE 27C,,Munich,https://www.wikidata.org/entity/Q1726,80686
223215,817683,817683919132522,FOX,participant,919132522,Agrární komora České republiky,http://www.wikidata.org/entity/Q8183664,AGRO CR,OTH,false,38750,Czech Republic,http://www.wikidata.org/entity/Q213,BLANICKA 3833 HODOLANY,,Olomouc,https://www.wikidata.org/entity/Q81137,779 00
223215,817683,817683988022019,FOX,participant,988022019,CENTRE TECHNIQUE DE LA CONSERVATIONES DES PRODUITS AGRICOLES*CTCPA,,CTCPA,OTH,false,263192.5,France,http://www.wikidata.org/entity/Q142,RUE D ALESIA 44,,Paris,https://www.wikidata.org/entity/Q90,75014
223215,817683,817683998036008,FOX,coordinator,998036008,DIL DEUTSCHES INSTITUT FUR LEBENSMITTELTECHNIK EV,,DIL,REC,false,1084311.06,Germany,http://www.wikidata.org/entity/Q183,PROF VON KLITZING STRASSE 7,,Quakenbrück,https://www.wikidata.org/entity/Q498219,49610
223215,817683,817683970544365,FOX,participant,970544365,KOMPETENZZENTRUM OBSTBAU BODENSEE,,KOB,REC,false,298968.75,Germany,http://www.wikidata.org/entity/Q183,SCHUHMACHERHOF 6,,Ravensburg,https://www.wikidata.org/entity/Q6832,88213
223215,817683,817683907420936,FOX,participant,907420936,Sady Tuchoraz spol.s.r.o.,http://www.wikidata.org/entity/Q67814881,SATU,PRC,false,72785,Czech Republic,http://www.wikidata.org/entity/Q213,TUCHORAZ 42,,Český Brod,https://www.wikidata.org/entity/Q341223,282 01
223215,817683,817683998171323,FOX,participant,998171323,Food Research Institute Prague,http://www.wikidata.org/entity/Q30258763,VUPP,REC,false,125890,Czech Republic,http://www.wikidata.org/entity/Q213,Radiova 71285,,Prague,https://www.wikidata.org/entity/Q1085,102 31
223215,817683,817683913203300,FOX,participant,913203300,TERRA I XUFA SOCIEDAD LIMITADA,,TiX,PRC,false,40468.75,Spain,http://www.wikidata.org/entity/Q29,CAMI DELS ROCHS 19,,Valencia,https://www.wikidata.org/entity/Q2158,46013
223215,817683,817683905065291,FOX,participant,905065291,VANRIJSINGENINGREDIENTS B.V.,,RIJSINGEN,PRC,false,175315.5,Netherlands,http://www.wikidata.org/entity/Q55,GERSTDIJK 18,,Helmond,https://www.wikidata.org/entity/Q33444423,5704 RG
223215,817683,817683907548976,FOX,participant,907548976,Tomas Ignac Fenix,,OCHSEN,PRC,false,21250,Czech Republic,http://www.wikidata.org/entity/Q213,PRAVICE 188,,Hlas pravice,https://www.wikidata.org/entity/Q72948930,671 78
223215,817683,817683998026987,FOX,participant,998026987,STICHTING EFFOST,,EFFoST,REC,false,186453.75,Netherlands,http://www.wikidata.org/entity/Q55,NIEUWE KANAAL 9 A,,Wageningen,https://www.wikidata.org/entity/Q1305,6709 PA
223215,817683,817683999991334,FOX,participant,999991334,Katholieke Universiteit Leuven,http://www.wikidata.org/entity/Q833670,KU Leuven,HES,false,430750,Belgium,http://www.wikidata.org/entity/Q31,"Oude Raadhuis, Heenvliet",https://www.wikidata.org/entity/Q17615613,Leuven,https://www.wikidata.org/entity/Q118958,3000
223215,817683,817683951470382,FOX,participant,951470382,ELEA VERTRIEBS UND VERMARKTUNGSGESELLSCHAFT MBH,,ELEA,PRC,false,212122.5,Germany,http://www.wikidata.org/entity/Q183,PROF VON KLITZING STRASSE 9,,Quakenbrück,https://www.wikidata.org/entity/Q498219,49610
223215,817683,817683999947781,FOX,participant,999947781,Asociación de Investigación de la Industria Agroalimentaria,http://www.wikidata.org/entity/Q30254371,ASOCIACION DE INVESTIGACION DE LA INDUSTRIA AGROALIMENTARIA,REC,false,374085,Spain,http://www.wikidata.org/entity/Q29,CALLE BENJAMIN FRANKLIN 5-11 VALENCIA PARC TECNOLOGIC,,Paterna,https://www.wikidata.org/entity/Q23042,46980
223215,817683,817683907539276,FOX,participant,907539276,FALKENSTEIN PROJEKTMANAGEMENT GMBH,,FALKENSTEIN,PRC,false,332656.25,Germany,http://www.wikidata.org/entity/Q183,Hauptstraße 53,https://www.wikidata.org/entity/Q47531088,Aulendorf,https://www.wikidata.org/entity/Q505459,88326
223215,817683,817683926425370,FOX,participant,926425370,STICHTING FOOD TECH PARK BRAINPORT,,FOODTECH,OTH,false,294750,Netherlands,http://www.wikidata.org/entity/Q55,SCHEEPSBOULEVARD 3,,Helmond,https://www.wikidata.org/entity/Q33444423,5705 KZ
223215,817683,817683999547365,FOX,participant,999547365,Netherlands. Dienst Landbouwkundig Onderzoek,http://www.wikidata.org/entity/Q18051502,WR,REC,false,652575,Netherlands,http://www.wikidata.org/entity/Q55,DROEVENDAALSESTEEG 4,,Wageningen,https://www.wikidata.org/entity/Q1305,6708 PB
223215,817683,817683999954474,FOX,participant,999954474,EUFIC,http://www.wikidata.org/entity/Q753155,EUFIC,OTH,false,484750,Belgium,http://www.wikidata.org/entity/Q31,RUE DES DEUX EGLISES 14,,Brussels,https://www.wikidata.org/entity/Q239,1000
229785,899634,899634999976881,FleX-RAY,participant,999976881,University of Sheffield,http://www.wikidata.org/entity/Q823917,USFD,HES,false,419575,United Kingdom,http://www.wikidata.org/entity/Q145,FIRTH COURT WESTERN BANK,,Sheffield,https://www.wikidata.org/entity/Q42448,S10 2TN
229785,899634,899634998768261,FleX-RAY,participant,998768261,OPTOELECTRONICA 2001 SA,,OPTE,PRC,false,201062.5,Romania,http://www.wikidata.org/entity/Q218,BD TUDOR VLADIMIRESCU 22 GREEN GATE OFFICES FL 8,,Bucharest,https://www.wikidata.org/entity/Q19660,050880
229785,899634,899634999984059,FleX-RAY,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,,Fraunhofer,REC,false,561875,Germany,http://www.wikidata.org/entity/Q183,HANSASTRASSE 27C,,Munich,https://www.wikidata.org/entity/Q1726,80686
229785,899634,899634999613422,FleX-RAY,participant,999613422,Research Institutes of Sweden,http://www.wikidata.org/entity/Q7315107,RISE,REC,false,496375,Sweden,http://www.wikidata.org/entity/Q34,BRINELLGATAN 4,,Borås socken,https://www.wikidata.org/entity/Q32227133,501 15
229785,899634,899634906183701,FleX-RAY,coordinator,906183701,TWI ELLAS ASTIKI MI KERDOSKOPIKI ETAIREIA,,TWI,REC,false,753350,Greece,http://www.wikidata.org/entity/Q41,L KIFSIAS 280,,Chalandri,https://www.wikidata.org/entity/Q992265,15232
218705,821876,821876897353306,ALFAMA,participant,897353306,NN Group,http://www.wikidata.org/entity/Q1834291,ABSISKEY,PRC,false,81250,France,http://www.wikidata.org/entity/Q142,41B RUE DUPETIT THOUARS,,Angers,https://www.wikidata.org/entity/Q38380,49000
218705,821876,821876941714025,ALFAMA,participant,941714025,TF2 DEVICES B.V.,,TF2 DEVICES B.V.,PRC,false,294797.5,Netherlands,http://www.wikidata.org/entity/Q55,HEYENDAALSEWEG 135,,Nijmegen,https://www.wikidata.org/entity/Q13188714,6525AJ
218705,821876,821876929969556,ALFAMA,coordinator,929969556,AIRBUS DEFENCE AND SPACE NETHERLANDS BV,,Airbus DS BV,PRC,false,904728.1,Netherlands,http://www.wikidata.org/entity/Q55,MENDELWEG 30,,Leiden,https://www.wikidata.org/entity/Q33456378,2333 CS
218705,821876,821876999984059,ALFAMA,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,,Fraunhofer,REC,false,539185,Germany,http://www.wikidata.org/entity/Q183,HANSASTRASSE 27C,,Munich,https://www.wikidata.org/entity/Q1726,80686
218705,821876,821876999992401,ALFAMA,participant,999992401,Alternative Energies and Atomic Energy Commission,http://www.wikidata.org/entity/Q868550,CEA,REC,false,828543.15,France,http://www.wikidata.org/entity/Q142,RUE LEBLANC 25,,Paris,https://www.wikidata.org/entity/Q90,75015
218705,821876,821876999991819,ALFAMA,participant,999991819,Airbus Defence and Space,http://www.wikidata.org/entity/Q15529123,Astrium,PRC,false,49546.25,Germany,http://www.wikidata.org/entity/Q183,WILLY-MESSERSCHMITT-STRASSE 1,,Taufkirchen,https://www.wikidata.org/entity/Q257018,82024
218705,821876,821876999809265,ALFAMA,participant,999809265,AIRBUS DEFENCE AND SPACE SAS,,AIRBUS,PRC,false,80188.75,France,http://www.wikidata.org/entity/Q142,31 RUE DES COSMONAUTES ZI DU PALAYS,,Toulouse,https://www.wikidata.org/entity/Q7880,31402
218705,821876,821876991336024,ALFAMA,participant,991336024,AZUR SPACE SOLAR POWER GMBH,,AZUR SPACE,PRC,false,220000,Germany,http://www.wikidata.org/entity/Q183,Theresienstraße 22,https://www.wikidata.org/entity/Q41255514,HEIBRONN,,74072
200305,693651,693651999992886,Science2Society,participant,999992886,CENTRO RICERCHE FIAT SCPA,,CENTRO RICERCHE FIAT,REC,false,138970.24,Italy,http://www.wikidata.org/entity/Q38,STRADA TORINO 50,,Tranvia Torino-Orbassano-Giaveno,https://www.wikidata.org/entity/Q24933696,10043
200305,693651,693651934336302,Science2Society,participant,934336302,FUNDACIO CENTRE D'INNOVACIO I TECNOLOGIA DE LA UPC,,CIT UPC,REC,false,178769.84,Spain,http://www.wikidata.org/entity/Q29,C JORDI GIRONA 31,,Barcelona,https://www.wikidata.org/entity/Q1492,08034
200305,693651,693651999984059,Science2Society,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,,Fraunhofer,REC,false,154816.44,Germany,http://www.wikidata.org/entity/Q183,HANSASTRASSE 27C,,Munich,https://www.wikidata.org/entity/Q1726,80686
200305,693651,693651991256096,Science2Society,participant,991256096,AALTO KORKEAKOULUSAATIO SR,,AALTO,HES,false,164687.56,Finland,http://www.wikidata.org/entity/Q33,OTAKAARI 1,,Espoo,https://www.wikidata.org/entity/Q47034,02150
200305,693651,693651999993856,Science2Society,participant,999993856,ATOS SPAIN SA,,ATOS,PRC,false,158750,Spain,http://www.wikidata.org/entity/Q29,CALLE DE ALBARRACIN 25,,Madrid,https://www.wikidata.org/entity/Q2807,28037
200305,693651,693651997885852,Science2Society,participant,997885852,Virtual Vehicle Research GmbH,http://www.wikidata.org/entity/Q89782050,VIF,REC,false,169622.81,Austria,http://www.wikidata.org/entity/Q40,INFFELDGASSE 21 A,,Graz,https://www.wikidata.org/entity/Q13298,8010
200305,693651,693651927617403,Science2Society,participant,927617403,EY COGNISTREAMER,,EY COGNISTREAMER,PRC,false,81581.74,Belgium,http://www.wikidata.org/entity/Q31,ENGELSE WANDELING (KOR) 2 BUS K 10,,Kortrijk,https://www.wikidata.org/entity/Q12995,8500
200305,693651,693651999770950,Science2Society,participant,999770950,SIEMENS INDUSTRY SOFTWARE NV,,SISW,PRC,false,168111.13,Belgium,http://www.wikidata.org/entity/Q31,INTERLEUVENLAAN 68,,Leuven,https://www.wikidata.org/entity/Q118958,3001
200305,693651,693651990797674,Science2Society,participant,990797674,KARLSRUHER INSTITUT FUER TECHNOLOGIE,,KIT,HES,false,234303.35,Germany,http://www.wikidata.org/entity/Q183,Kaiserstraße 12 (Quedlinburg),https://www.wikidata.org/entity/Q1721756,Karlsruhe,https://www.wikidata.org/entity/Q1040,76131
200305,693651,693651939125095,Science2Society,participant,939125095,SPIRIT DESIGN INNOVATION AND BRAND GMBH,,SPIRIT DESIGN,PRC,false,140605.84,Austria,http://www.wikidata.org/entity/Q40,HASNERSTRASSE 123 STIEGE 14 STOCK TOP 1+2,,Vienna,https://www.wikidata.org/entity/Q1741,1160
200305,693651,693651968770720,Science2Society,participant,968770720,IFM EDUCATION AND CONSULTANCY SERVICES,,IfM ECS,PRC,false,185402.69,United Kingdom,http://www.wikidata.org/entity/Q145,TRINITY LANE THE OLD SCHOOLS,,Cambridge,https://www.wikidata.org/entity/Q350,CB2 1TS
200305,693651,693651928323563,Science2Society,participant,928323563,INNOVAWIN 2006 SL,,INNOGET,PRC,false,89958,Spain,http://www.wikidata.org/entity/Q29,C ERNEST LLUCH 32 PLANTA 3 PUERTA 10,,Mataró,https://www.wikidata.org/entity/Q20108446,08302
200305,693651,693651999986581,Science2Society,participant,999986581,Technische Universität Darmstadt,http://www.wikidata.org/entity/Q310695,TUDA,HES,false,92560.09,Germany,http://www.wikidata.org/entity/Q183,KAROLINENPLATZ 5,,Darmstadt,https://www.wikidata.org/entity/Q2973,64289
200305,693651,693651929421118,Science2Society,participant,929421118,I2M UNTERNEHMENSENTWICKLUNG GMBH,,I2M,PRC,false,189023.31,Austria,http://www.wikidata.org/entity/Q40,HANGWEG 27,,Graz,https://www.wikidata.org/entity/Q13298,8052
200305,693651,693651999991334,Science2Society,coordinator,999991334,Katholieke Universiteit Leuven,http://www.wikidata.org/entity/Q833670,KU Leuven,HES,false,234366.2,Belgium,http://www.wikidata.org/entity/Q31,"Oude Raadhuis, Heenvliet",https://www.wikidata.org/entity/Q17615613,Leuven,https://www.wikidata.org/entity/Q118958,3000
200305,693651,693651998806479,Science2Society,participant,998806479,BAX INNOVATION CONSULTING SL,,Bax & Company,PRC,false,133078.36,Spain,http://www.wikidata.org/entity/Q29,CALLE CASP 116-118 5,,Barcelona,https://www.wikidata.org/entity/Q1492,08013
200305,693651,693651952717511,Science2Society,participant,952717511,THE JOINT INSTITUTE FOR INNOVATION POLICY AISBL,,JIIP,REC,false,225941.26,Belgium,http://www.wikidata.org/entity/Q31,BOULEVARD DE LA PLAINE 9,,Brussels,https://www.wikidata.org/entity/Q239,1050
200305,693651,693651972159221,Science2Society,participant,972159221,CA TECHNOLOGIES DEVELOPMENT SPAIN SA,,CA,PRC,false,110898.64,Spain,http://www.wikidata.org/entity/Q29,PLAZA DE LA PAU SN WTC ALAMEDA PARK EDIFICIO 2 PLANTA 4,,CORNELLA DE LLOBREGAT BARCELONA,,08940
198514,675587,675587998894361,STREAM,participant,998894361,CIS FORSCHUNGSINSTITUT FUR MIKROSENSORIK GMBH,,CIS,REC,false,166144.32,Germany,http://www.wikidata.org/entity/Q183,KONRAD ZUSE STRASSE 14,,Erfurt,https://www.wikidata.org/entity/Q1729,99099
198514,675587,675587999974650,STREAM,participant,999974650,University of Geneva,http://www.wikidata.org/entity/Q503473,UNIGE,HES,false,265226.76,Switzerland,http://www.wikidata.org/entity/Q39,RUE DU GENERAL DUFOUR 24,,Geneva,https://www.wikidata.org/entity/Q71,1211
198514,675587,675587999984059,STREAM,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,,Fraunhofer,REC,false,249216.48,Germany,http://www.wikidata.org/entity/Q183,HANSASTRASSE 27C,,Munich,https://www.wikidata.org/entity/Q1726,80686
198514,675587,675587999809459,STREAM,participant,999809459,ams AG,http://www.wikidata.org/entity/Q477875,Ams AG,PRC,false,426556.8,Austria,http://www.wikidata.org/entity/Q40,TOBELBADERSTRASSE 30,,UNTERPREMSTAETTEN,,8141
198514,675587,675587999986678,STREAM,partner,999986678,Technical University of Berlin,http://www.wikidata.org/entity/Q51985,TUB,HES,false,,Germany,http://www.wikidata.org/entity/Q183,STRASSE DES 17 JUNI 135,,Berlin,https://www.wikidata.org/entity/Q64,10623
198514,675587,675587999980276,STREAM,participant,999980276,RHEINISCHE FRIEDRICHWILHELMSUNIVERSITAT BONN,,UBO,HES,false,456896.88,Germany,http://www.wikidata.org/entity/Q183,REGINA PACIS WEG 3,,Bonn,https://www.wikidata.org/entity/Q586,53113
198514,675587,675587990797674,STREAM,participant,990797674,KARLSRUHER INSTITUT FUER TECHNOLOGIE,,KIT,HES,false,207680.4,Germany,http://www.wikidata.org/entity/Q183,Kaiserstraße 12 (Quedlinburg),https://www.wikidata.org/entity/Q1721756,Karlsruhe,https://www.wikidata.org/entity/Q1040,76131
198514,675587,675587999988133,STREAM,coordinator,999988133,CERN,http://www.wikidata.org/entity/Q42944,CERN,REC,false,707271.36,Switzerland,http://www.wikidata.org/entity/Q39,ESPLANADE DES PARTICULES 1 PARCELLE 11482 DE MEYRIN BATIMENT CADASTRAL 1046,,Geneva,https://www.wikidata.org/entity/Q71,1211
198514,675587,675587999975814,STREAM,partner,999975814,University of Oslo,http://www.wikidata.org/entity/Q486156,UNIVERSITY OF OSLO,HES,false,,Norway,http://www.wikidata.org/entity/Q20,PROBLEMVEIEN 5-7,,Oslo,https://www.wikidata.org/entity/Q585,0313
198514,675587,675587999980567,STREAM,partner,999980567,University of Liverpool,http://www.wikidata.org/entity/Q499510,ULIV,HES,false,,United Kingdom,http://www.wikidata.org/entity/Q145,BROWNLOW HILL 765 FOUNDATION BUILDING,,Liverpool,https://www.wikidata.org/entity/Q24826,L69 7ZX
198514,675587,675587985480037,STREAM,participant,985480037,FEI ELECTRON OPTICS BV,,FEI,PRC,false,170249.52,Netherlands,http://www.wikidata.org/entity/Q55,ACHTSEWEG NOORD GEBOUW AAE 5,,Eindhoven,https://www.wikidata.org/entity/Q9832,5651 GG
198514,675587,675587999974165,STREAM,participant,999974165,University of Glasgow,http://www.wikidata.org/entity/Q192775,UGLA,HES,false,273287.88,United Kingdom,http://www.wikidata.org/entity/Q145,54 University Avenue,https://www.wikidata.org/entity/Q24259376,Glasgow,https://www.wikidata.org/entity/Q4093,G12 8QQ
198514,675587,675587999616138,STREAM,participant,999616138,Vienna University of Economics and Business,http://www.wikidata.org/entity/Q278044,WU,HES,false,511868.16,Austria,http://www.wikidata.org/entity/Q40,WELTHANDELSPLATZ 1,,Vienna,https://www.wikidata.org/entity/Q1741,1020
198514,675587,675587999997930,STREAM,participant,999997930,National Center for Scientific Research,http://www.wikidata.org/entity/Q280413,CNRS,REC,false,438126,France,http://www.wikidata.org/entity/Q142,RUE MICHEL ANGE 3,,Paris,https://www.wikidata.org/entity/Q90,75794
198514,675587,675587972171734,STREAM,partner,972171734,CIVIDEC INSTRUMENTATION GMBH,,CIVIDEC,PRC,false,,Austria,http://www.wikidata.org/entity/Q40,SCHOTTENGASSE 3 A STG 141,,Vienna,https://www.wikidata.org/entity/Q1741,1010
198514,675587,675587999992789,STREAM,partner,999992789,Istituto Nazionale di Fisica Nucleare,http://www.wikidata.org/entity/Q1674876,INFN,REC,false,,Italy,http://www.wikidata.org/entity/Q38,Via Enrico Fermi 54,,Frascati Building,https://www.wikidata.org/entity/Q42772264,00044
231303,101000828,101000828999997736,HyPErFarm,participant,999997736,Aarhus University,http://www.wikidata.org/entity/Q924265,AU,HES,false,1003218.75,Denmark,http://www.wikidata.org/entity/Q35,NORDRE RINGGADE 1,,Aarhus,https://www.wikidata.org/entity/Q25319,8000
231303,101000828,101000828971154107,HyPErFarm,participant,971154107,ETABLISSEMENTEN FRANZ COLRUYT NV,,Colruyt Group,PRC,false,105875,Belgium,http://www.wikidata.org/entity/Q31,EDINGENSESTEENWEG 196,,Halle (Saale),https://www.wikidata.org/entity/Q2814,1500
231303,101000828,101000828915601819,HyPErFarm,participant,915601819,FUELSAVE GMBH,,FUELSAVE - GREEN TECHNOLOGY,PRC,false,57575,Germany,http://www.wikidata.org/entity/Q183,ALTROTTSTRASSE 31,,Walldorf,https://www.wikidata.org/entity/Q22872,69190
