"Producto","Tipo","NIF","Adjudicatario","Fecha","Cantidad Pedido","Cantidad Recibido","Cantidad Pendiente","Importe del Pedido","Importe Pagado","Importe Pendiente"
"DESINFECTANTE SUPERFICIE","SUMINISTRO","B48910756","VESISMIN, S.L.","12/05/2020","24","24","0","2286","2286","0","21%"
"Toall/esp.desechable","SUMINISTRO","B48910756","VESISMIN, S.L.","12/05/2020","48000","48000","0","2184","2184","0","0%"
"Apósitos no activos","SUMINISTRO","B61787057","ALFASIGMA ESPAÑA, S.L.","12/05/2020","1360","1360","0","2498","2498","0","10%"
"Fij/suj/acc.ventiltp","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","12/05/2020","10","10","0","235","235","0","0%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","12/05/2020","1","1","0","0","0","0","0%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","12/05/2020","5","5","0","0","0","0","0%"
"SERV.INST.EQUIPO MEDICO Y QUIRURGICO","SERVICIO","***4723**","JUAN MANUEL MARTINEZ TORRECILLAS","13/05/2020","106.48","106.48","0","106","106","0","21%"
"KITS PCR DIAGNOSTICO COVID-19","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","13/05/2020","5","5","0","12500","12500","0","0%"
"LIMPIEZA CENTROS SANITARIOS....","SERVICIO","A80241789","FERROVIAL SERVICIOS S.A.","13/05/2020","20.45","20.45","0","20","20","0","21%"
"LIMPIEZA CENTROS SANITARIOS....","SERVICIO","A80241789","FERROVIAL SERVICIOS S.A.","13/05/2020","61.35","61.35","0","61","61","0","21%"
"LIMPIEZA CENTROS SANITARIOS....","SERVICIO","A80241789","FERROVIAL SERVICIOS S.A.","13/05/2020","40.9","40.9","0","41","41","0","21%"
"LIMPIEZA CENTROS SANITARIOS....","SERVICIO","A80241789","FERROVIAL SERVICIOS S.A.","13/05/2020","20.45","20.45","0","20","20","0","21%"
"LIMPIEZA CENTROS SANITARIOS....","SERVICIO","A80241789","FERROVIAL SERVICIOS S.A.","13/05/2020","40.9","40.9","0","41","41","0","21%"
"LIMPIEZA CENTROS SANITARIOS....","SERVICIO","A80241789","FERROVIAL SERVICIOS S.A.","13/05/2020","61.35","61.35","0","61","61","0","21%"
"LIMPIEZA CENTROS SANITARIOS....","SUMINISTRO","A80241789","FERROVIAL SERVICIOS S.A.","13/05/2020","501.025","501.025","0","501","501","0","21%"
"LIMPIEZA CENTROS SANITARIOS....","SERVICIO","A80241789","FERROVIAL SERVICIOS S.A.","13/05/2020","81.8","81.8","0","82","82","0","21%"
"LIMPIEZA CENTROS SANITARIOS....","SERVICIO","A80241789","FERROVIAL SERVICIOS S.A.","13/05/2020","81.8","81.8","0","82","82","0","21%"
"LIMPIEZA CENTROS SANITARIOS....","SERVICIO","A80241789","FERROVIAL SERVICIOS S.A.","13/05/2020","224.95","224.95","0","225","225","0","21%"
"LIMPIEZA CENTROS SANITARIOS....","SERVICIO","A80241789","FERROVIAL SERVICIOS S.A.","13/05/2020","144.17","144.17","0","144","144","0","21%"
"LIMPIEZA CENTROS SANITARIOS....","SUMINISTRO","A80241789","FERROVIAL SERVICIOS S.A.","13/05/2020","51.125","51.125","0","51","51","0","21%"
"LIMPIEZA CENTROS SANITARIOS....","SERVICIO","A80241789","FERROVIAL SERVICIOS S.A.","13/05/2020","81.8","81.8","0","82","82","0","21%"
"Residuos Biosanitarios-Grupo III","SUMINISTRO","A81098642","SRCL CONSENUR CEE, S.A.U","13/05/2020","4366.095","1823.3870000000002","2542.708","4504","1881","2623","10%"
"Mascarilla O2/otras","SUMINISTRO","B08438731","IZASA HOSPITAL, S.L.U","13/05/2020","300","300","0","240","240","0","0%"
"Fij/suj/acc.ventiltp","SUMINISTRO","B81617664","CM TECMA, S.L.","13/05/2020","12","12","0","359","359","0","0%"
"Cán.traq.laring","SUMINISTRO","B83886176","SMITHS MEDICAL ESPAÑA, S.R.L.","13/05/2020","5","5","0","540","540","0","0%"
"Eq/acc. perfusión","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","13/05/2020","324","324","0","1372","1372","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","13/05/2020","200","200","0","180","180","0","0%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","13/05/2020","200","200","0","180","180","0","0%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","13/05/2020","200","200","0","166","166","0","0%"
"Sistemas nutrición","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","13/05/2020","90","90","0","381","381","0","21%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","13/05/2020","100","100","0","8","8","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","13/05/2020","200","200","0","15","15","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","13/05/2020","2500","2500","0","344","344","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","13/05/2020","1100","1100","0","151","151","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","13/05/2020","100","100","0","14","14","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","13/05/2020","100","100","0","14","14","0","0%"
"MANTENIMIENTO CENTROS SANITARIOS","SERVICIO","E30805816","CRISTALERIA EL POLIGONO C.B.","13/05/2020","2178","2178","0","2178","2178","0","21%"
"MANTENIMIENTO CENTROS SANITARIOS","SERVICIO","E30805816","CRISTALERIA EL POLIGONO C.B.","13/05/2020","3206.5","3206.5","0","3206","3206","0","21%"
"MANTENIMIENTO CENTROS SANITARIOS","SERVICIO","E30805816","CRISTALERIA EL POLIGONO C.B.","13/05/2020","254.1","254.1","0","254","254","0","21%"
"Fiad/acc. intubación","SUMINISTRO","A03802451","MEDILEVEL, S.A.","14/05/2020","20","20","0","26","26","0","0%"
"CAUDALIMETRO","SUMINISTRO","A08015646","S.E. DE CARBUROS METALICOS, S.A.","14/05/2020","5","5","0","775","775","0","21%"
"SOLUCION HIDROALCOHOLICA (biocida y cosmetica)","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","14/05/2020","1460","1460","0","3504","3504","0","0%"
"SOLUCION HIDROALCOHOLICA (biocida y cosmetica)","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","14/05/2020","280","280","0","1142","1142","0","0%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28063485","DRAGER MEDICAL HISPANIA, S.A.","14/05/2020","10","10","0","419","419","0","21%"
"VIDEONASOLARINGOSCOPIO","SUMINISTRO","A78936606","KARL STORZ ENDOSCOPIA IBERICA, S.A.","14/05/2020","1","1","0","4440","4440","0","21%"
"MOSTRADOR","SUMINISTRO","B30433528","LORMEC, S. L.","14/05/2020","1","1","0","1533","1533","0","21%"
"EQUIPO OZONOTERAPIA","SUMINISTRO","B70275656","PARAFARMACIA CASTRO, S.L.","14/05/2020","4","4","0","3400","3400","0","21%"
"EQUIPO OZONOTERAPIA","SUMINISTRO","B70275656","PARAFARMACIA CASTRO, S.L.","14/05/2020","2","2","0","1700","1700","0","21%"
"Conector/adaptador","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","14/05/2020","60","30","30","3109","1554","1554","0%"
"Sondas de aspiración","SUMINISTRO","B79356218","MEDICAL SOREVAN S.L.","14/05/2020","40","40","0","454","454","0","0%"
"Resucitador manual","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","14/05/2020","60","60","0","510","510","0","0%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","14/05/2020","1","1","0","0","0","0","0%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","14/05/2020","12","12","0","0","0","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","14/05/2020","80","80","0","579","579","0","21%"
"MANTENIMIENTO INTEGRAL EDIFICIOS","SERVICIO","E30805816","CRISTALERIA EL POLIGONO C.B.","14/05/2020","1718.2","1718.2","0","1718","1718","0","21%"
"MANTENIMIENTO INTEGRAL EDIFICIOS","SERVICIO","E30805816","CRISTALERIA EL POLIGONO C.B.","14/05/2020","1379.4","1379.4","0","1379","1379","0","21%"
"MANTENIMIENTO INTEGRAL EDIFICIOS","SERVICIO","E30805816","CRISTALERIA EL POLIGONO C.B.","14/05/2020","1331","1331","0","1331","1331","0","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","15/05/2020","60000","60000","0","1428","1428","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","15/05/2020","470000","470000","0","11186","11186","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","15/05/2020","280000","280000","0","6664","6664","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","15/05/2020","280000","280000","0","6664","6664","0","0%"
"Sistemas nutrición","SUMINISTRO","A08130502","FRESENIUS KABI ESPAÑA, S.A.","15/05/2020","240","240","0","488","488","0","0%"
"Sonda endodigestiva","SUMINISTRO","A08130502","FRESENIUS KABI ESPAÑA, S.A.","15/05/2020","80","80","0","396","396","0","0%"
"Fiad/acc. intubación","SUMINISTRO","A08525073","COOK ESPAÑA, S.A.","15/05/2020","1","1","0","64","64","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","15/05/2020","80","80","0","328","328","0","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","A54282835","LILUS, S.A.","15/05/2020","1227","1227","0","18209","18209","0","0%"
"CAPUCHONES","SUMINISTRO","A54282835","LILUS, S.A.","15/05/2020","437","437","0","3837","3837","0","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B02241453","CONFECCIONES DELMAPUNTO, S.L.","15/05/2020","2480","2480","0","7812","7812","0","0%"
"DESINFECTANTE TOALLITAS","SUMINISTRO","B12985057","THE NONWOVENS PROJECT, S.L.","15/05/2020","250000","250000","0","34727","34727","0","21%"
"Cortina foscurit","SUMINISTRO","B30356166","CERRAJERIA ALONSO HERMANOS GOMEZ, S","15/05/2020","1","1","0","149","149","0","21%"
"MAMPARA","SUMINISTRO","B30356166","CERRAJERIA ALONSO HERMANOS GOMEZ, S","15/05/2020","1","1","0","416","416","0","21%"
"MAMPARA","SUMINISTRO","B30356166","CERRAJERIA ALONSO HERMANOS GOMEZ, S","15/05/2020","1","1","0","1091","1091","0","21%"
"MAMPARA","SUMINISTRO","B30356166","CERRAJERIA ALONSO HERMANOS GOMEZ, S","15/05/2020","1","1","0","1477","1477","0","21%"
"MAMPARA","SUMINISTRO","B30356166","CERRAJERIA ALONSO HERMANOS GOMEZ, S","15/05/2020","1","1","0","705","705","0","21%"
"MAMPARA","SUMINISTRO","***5465**","PEDRO GIMENEZ MARTINEZ","18/05/2020","1","1","0","145","145","0","21%"
"Fiad/acc. intubación","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","18/05/2020","3","3","0","11","11","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","18/05/2020","160","160","0","273","273","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","18/05/2020","230","230","0","392","392","0","0%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","18/05/2020","70","70","0","119","119","0","10%"
"Sondas urológicas","SUMINISTRO","A03142114","TELEFLEX MEDICAL, S.A.","18/05/2020","25","25","0","43","43","0","0%"
"Tubos alargadores","SUMINISTRO","A08630063","IBERHOSPITEX, S.A.","18/05/2020","540","540","0","391","391","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28061737","GENERAL ELECTRIC HEALTHCARE ESP.SA","18/05/2020","10","10","0","200","200","0","0%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","18/05/2020","120","120","0","170","170","0","0%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","18/05/2020","20","20","0","124","124","0","21%"
"Inst.des.general","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","18/05/2020","100","100","0","500","500","0","0%"
"Nebuliz./humidific.","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","18/05/2020","1515","1515","0","2197","2197","0","0%"
"Sondas de aspiración","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","18/05/2020","40","40","0","480","480","0","0%"
"Termó/sensor reg.dat","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","18/05/2020","936","936","0","7871","7871","0","21%"
"Tubos traqueales","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","18/05/2020","10","10","0","7","7","0","0%"
"Tubos traqueales","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","18/05/2020","40","40","0","29","29","0","0%"
"Tubos traqueales","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","18/05/2020","60","60","0","43","43","0","0%"
"Tubos traqueales","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","18/05/2020","20","20","0","14","14","0","0%"
"Tubos traqueales","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","18/05/2020","30","30","0","597","597","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","18/05/2020","1525","1525","0","1629","1629","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","18/05/2020","10","10","0","68","68","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","18/05/2020","250","250","0","725","725","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","18/05/2020","20","20","0","250","250","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","A28389484","MEDTRONIC IBERICA, S.A.","18/05/2020","25","25","0","27","27","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A58001686","BARNA IMPORT MEDICA, S.A.","18/05/2020","1200","1200","0","250","250","0","0%"
"PCR EXTRACCION Y MATERIAL ACCESORIO","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","18/05/2020","3","3","0","697","697","0","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B02241453","CONFECCIONES DELMAPUNTO, S.L.","18/05/2020","720","720","0","2268","2268","0","0%"
"Carpinteria metálica","SERVICIO","B30356166","CERRAJERIA ALONSO HERMANOS GOMEZ, S","18/05/2020","1650.44","1650.44","0","1650","1650","0","21%"
"MANT.INST. PROTECCIÓN CONTRA INCENDIOS","SUMINISTRO","B30356166","CERRAJERIA ALONSO HERMANOS GOMEZ, S","18/05/2020","1","1","0","668","668","0","21%"
"Conector/adaptador","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","18/05/2020","20","20","0","42","42","0","0%"
"DESINFECTANTE TOALLITAS","SUMINISTRO","B48910756","VESISMIN, S.L.","18/05/2020","15150","15150","0","1273","1273","0","0%"
"Toall/esp.desechable","SUMINISTRO","B48910756","VESISMIN, S.L.","18/05/2020","24000","24000","0","1092","1092","0","0%"
"Nebuliz./humidific.","SUMINISTRO","B61053922","KEYLAB MEDICAL, S.L.","18/05/2020","10","10","0","150","150","0","0%"
"Nebuliz./humidific.","SUMINISTRO","B61053922","KEYLAB MEDICAL, S.L.","18/05/2020","150","150","0","450","450","0","0%"
"Apósitos no activos","SUMINISTRO","B61787057","ALFASIGMA ESPAÑA, S.L.","18/05/2020","1340","1340","0","2462","2462","0","10%"
"CARTEL INDICATIVOS","SUMINISTRO","B73245201","MURALCA EXTERIOR S.L.","18/05/2020","2","2","0","85","85","0","21%"
"CARTEL INDICATIVOS","SUMINISTRO","B73245201","MURALCA EXTERIOR S.L.","18/05/2020","7","7","0","233","233","0","21%"
"CARTEL INDICATIVOS","SUMINISTRO","B73245201","MURALCA EXTERIOR S.L.","18/05/2020","10","10","0","163","163","0","21%"
"CARTEL INDICATIVOS","SUMINISTRO","B73245201","MURALCA EXTERIOR S.L.","18/05/2020","54","54","0","304","304","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B73287740","LEASK, S.L.","18/05/2020","9000","9000","0","119250","119250","0","0%"
"LAVADORA NO INDUSTRIAL DE USO DOMESTICO","SUMINISTRO","B73979031","ELECTROVALLSAN, S.L.","18/05/2020","4","4","0","1640","1640","0","21%"
"LAVADORA NO INDUSTRIAL DE USO DOMESTICO","SUMINISTRO","B73979031","ELECTROVALLSAN, S.L.","18/05/2020","7","7","0","2765","2765","0","21%"
"Sondas de aspiración","SUMINISTRO","B79356218","MEDICAL SOREVAN S.L.","18/05/2020","40","40","0","454","454","0","0%"
"Cánulas Guedel-Mayo","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","18/05/2020","70","70","0","19","19","0","0%"
"Cánulas Guedel-Mayo","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","18/05/2020","90","90","0","24","24","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","18/05/2020","30","30","0","897","897","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","18/05/2020","40","40","0","274","274","0","0%"
"Termó/sensor reg.dat","SUMINISTRO","W0068620D","MASIMO EUROPE LTD SUCURSAL EN ESPAÑ","18/05/2020","440","440","0","4378","4378","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B06232094","INSANEX, S. L.","19/05/2020","60","60","0","3545","3545","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B06232094","INSANEX, S. L.","19/05/2020","60","60","0","3544","3544","0","0%"
"TURBINA EXTRACTORA  MODELOS VARIOS","SUMINISTRO","B30333918","ELECTROFRIO LORCA, S.L.","19/05/2020","3","3","0","2517","2517","0","21%"
"TURBINA EXTRACTORA  MODELOS VARIOS","SUMINISTRO","B30333918","ELECTROFRIO LORCA, S.L.","19/05/2020","3","3","0","1421","1421","0","21%"
"Mascarilla O2/otras","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","19/05/2020","60","10","50","2929","488","2441","0%"
"Mascarilla O2/otras","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","19/05/2020","60","30","30","2929","1465","1465","0%"
"Sillón reclinable","SUMINISTRO","B73607731","UDELCO IBERICA, S.L.","19/05/2020","6","6","0","1050","1050","0","21%"
"LAVADORA NO INDUSTRIAL DE USO DOMESTICO","SUMINISTRO","B73979031","ELECTROVALLSAN, S.L.","19/05/2020","4","4","0","1640","1640","0","21%"
"LAVADORA NO INDUSTRIAL DE USO DOMESTICO","SUMINISTRO","B73979031","ELECTROVALLSAN, S.L.","19/05/2020","7","7","0","2870","2870","0","21%"
"TURBINA EXTRACTORA  MODELOS VARIOS","SUMINISTRO","B73990988","SERVICIOS ELECTRONICOS DEL GUADLENT","19/05/2020","1","1","0","387","387","0","21%"
"TURBINA EXTRACTORA  MODELOS VARIOS","SUMINISTRO","B73990988","SERVICIOS ELECTRONICOS DEL GUADLENT","19/05/2020","1","1","0","411","411","0","21%"
"TURBINA EXTRACTORA  MODELOS VARIOS","SUMINISTRO","B73990988","SERVICIOS ELECTRONICOS DEL GUADLENT","19/05/2020","1","1","0","912","912","0","21%"
"TURBINA EXTRACTORA  MODELOS VARIOS","SUMINISTRO","B73990988","SERVICIOS ELECTRONICOS DEL GUADLENT","19/05/2020","1","1","0","454","454","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B80601982","CARDIVA 2, S.L.","19/05/2020","100000","24000","76000","422000","101280","320720","0%"
"Sondas de aspiración","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","19/05/2020","30","30","0","390","390","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","19/05/2020","4000","1950","2050","8400","4095","4305","0%"
"GORROS","SUMINISTRO","A08630063","IBERHOSPITEX, S.A.","20/05/2020","299600","67200","232400","10486","2352","8134","0%"
"KITS PCR DIAGNOSTICO COVID-19","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","20/05/2020","5","5","0","12500","12500","0","0%"
"PCR EXTRACCION Y MATERIAL ACCESORIO","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","20/05/2020","1","1","0","86","86","0","21%"
"PCR EXTRACCION Y MATERIAL ACCESORIO","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","20/05/2020","4","2","2","929","465","465","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B02241453","CONFECCIONES DELMAPUNTO, S.L.","20/05/2020","680","680","0","2142","2142","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B08438731","IZASA HOSPITAL, S.L.U","20/05/2020","100","100","0","80","80","0","0%"
"Cán.traq.laring","SUMINISTRO","B83886176","SMITHS MEDICAL ESPAÑA, S.R.L.","20/05/2020","1","1","0","119","119","0","10%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","20/05/2020","6100","6100","0","3233","3233","0","0%"
"Col.drenj.ex. S.asp.","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","20/05/2020","200","200","0","206","206","0","21%"
"Col.drenj.ex. S.asp.","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","20/05/2020","700","700","0","805","805","0","21%"
"Eq/acc. perfusión","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","20/05/2020","252","252","0","1067","1067","0","21%"
"Fund/prot.desechable","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","20/05/2020","29568","29568","0","1002","1002","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","20/05/2020","7200","7200","0","5976","5976","0","0%"
"Sistemas nutrición","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","20/05/2020","60","60","0","254","254","0","21%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","20/05/2020","100","100","0","8","8","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","20/05/2020","400","400","0","30","30","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","20/05/2020","1900","1900","0","261","261","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","20/05/2020","700","700","0","96","96","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","20/05/2020","100","100","0","14","14","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","20/05/2020","100","100","0","14","14","0","0%"
"DESINFECTANTE SUPERFICIE","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","21/05/2020","143","143","0","1107","1107","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","21/05/2020","53100","53100","0","1264","1264","0","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","21/05/2020","375000","375000","0","8925","8925","0","0%"
"ESTERILIZADOR A VAPOR","SUMINISTRO","A08238578","ANTONIO MATACHANA, S.A.","21/05/2020","1","1","0","47379","47379","0","0%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28063485","DRAGER MEDICAL HISPANIA, S.A.","21/05/2020","10","10","0","419","419","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28063485","DRAGER MEDICAL HISPANIA, S.A.","21/05/2020","12","12","0","276","276","0","0%"
"Fij/suj/acc.ventiltp","SUMINISTRO","A28063485","DRAGER MEDICAL HISPANIA, S.A.","21/05/2020","10","10","0","411","411","0","0%"
"ALTAVOC.(VARIOS).","SUMINISTRO","B30665400","TEDITRONIC S. L.","21/05/2020","2","2","0","229","229","0","21%"
"Inst.des.general","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","21/05/2020","5","5","0","1200","1200","0","0%"
"Resucitador manual","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","21/05/2020","48","48","0","408","408","0","0%"
"Resucitador manual","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","21/05/2020","12","12","0","102","102","0","0%"
"Resucitador manual","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","21/05/2020","12","12","0","102","102","0","0%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","21/05/2020","3","3","0","0","0","0","0%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","21/05/2020","4","4","0","0","0","0","0%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","21/05/2020","5","5","0","0","0","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","21/05/2020","150","150","0","108","108","0","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","21/05/2020","224","224","0","336","336","0","0%"
"GESTION, RECOGIDA Y ELIMINACIÓN RESIDUOS","SERVICIO","B86208824","SRCL CONSENUR, S.L.","21/05/2020","16500","1864.7800000000007","14635.22","16500","1865","14635","10%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","22/05/2020","700000","470000","230000","16660","11186","5474","0%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","22/05/2020","600000","380000","220000","14280","9044","5236","0%"
"Eq/acc. perfusión","SUMINISTRO","A08130502","FRESENIUS KABI ESPAÑA, S.A.","22/05/2020","120","120","0","134","134","0","0%"
"Sistemas nutrición","SUMINISTRO","A08130502","FRESENIUS KABI ESPAÑA, S.A.","22/05/2020","270","270","0","500","500","0","0%"
"Sonda endodigestiva","SUMINISTRO","A08130502","FRESENIUS KABI ESPAÑA, S.A.","22/05/2020","60","60","0","270","270","0","0%"
"KITS PCR DIAGNOSTICO COVID-19","SUMINISTRO","A58710740","PALEX MEDICAL, S.A.","22/05/2020","20","20","0","50000","50000","0","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B02241453","CONFECCIONES DELMAPUNTO, S.L.","22/05/2020","800","800","0","2520","2520","0","0%"
"SERVICIO SEGURIDAD POR HORAS","SUMINISTRO","B73500852","VIRIATO SEGURIDAD, S.L.","22/05/2020","54","54","0","1078","1078","0","21%"
