"Obj";"Organo";"Procedimiento de adjudicación";"Tipo de contrato";"Importe de licitación";"Importe de adjudicación";"Instrumento de publicación";"Número de licitadores";"Identidad del adjudicatario";"Ejercicio";"Código Expediente";"M"
"MANTENIMIENTO DE LOS EQUIPOS DE ENDOSCOPIAS DEL HO";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"21.780,00";"";"";"SISTEMAS TECNICOS ENDOSCOPICOS SA";"2017";"";"CONTRATO MENOR"
"MANTENIMIENTO PUERTAS AUTOMATICAS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"13.788,60";"";"";"TES AUTOMATISMOS S.L.";"2017";"";"CONTRATO MENOR"
"ESPIROMETROS ABIEGO-MONZON R CM 10 I/17 P";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"3.882,18";"";"";"PILCHER PEREZ RICARDO ERIC";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE PAN AL HOSPITAL DE BARBASTRO";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"14.875,42";"";"";"LOPEZ COZAR ANGEL";"2017";"";"CONTRATO MENOR"
"CM 19 INV/2017 HOSP. MATERIAL ESTERILIZACION";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"8.497,08";"";"";"B BRAUN SURGICAL S.A.";"2017";"";"CONTRATO MENOR"
"MANTENIMIENTO EQUIPOS HEMODIALISIS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"17.805,00";"";"";"BAXTER SL";"2017";"";"CONTRATO MENOR"
"MANTENIMIENTO TELEMANDO";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"20.865,00";"";"";"CEDYT SISTEMAS DIAGNOSTICOS SL";"2017";"";"CONTRATO MENOR"
"SISTEMA CPAP DE ALTO FLUJO";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"8.893,50";"";"";"INSTRUMENTACION Y COMPONENTES S.A.";"2017";"";"CONTRATO MENOR"
"TRANSPORTE DE PAQUETERIA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"8.000,00";"";"";"TRANSPORTES CALLIZO S.A.";"2017";"";"CONTRATO MENOR"
"CM 28 INV/17 PRIM 2 ESPIROMETROS + JERINGA DE CALI";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"3.882,18";"";"";"PILCHER PEREZ RICARDO ERIC";"2017";"";"CONTRATO MENOR"
"CM 59 INV/2017 HOSPITAL 10 SILLONES PACIENTE MOD.";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"4.791,60";"";"";"INDUSTRIAS HIDRAULICAS PARDO SL";"2017";"";"CONTRATO MENOR"
"CM 58 INV/17 HOSP CAJA QUIROFANO DE ESTERILIZACIÓN";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.176,95";"";"";"B BRAUN SURGICAL S.A.";"2017";"";"CONTRATO MENOR"
"OFTALMOSCOPIO BINOCULAR + ESPEJO ENSEÑANZA CM 35";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"3.778,83";"";"";"AB MEDICA GROUP S.A.";"2017";"";"CONTRATO MENOR"
"CM 5 INV/2017 H 14 SILLONES PACIENTE";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.708,24";"";"";"INDUSTRIAS HIDRAULICAS PARDO SL";"2017";"";"CONTRATO MENOR"
"MEDIDOR PRESION ARTERIAL MAPA CM 1 INV/2017 PRI";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"3.876,84";"";"";"LACER S.A.";"2017";"";"CONTRATO MENOR"
"HISTEROSCOPIO QUIRURGICO CM 50 I/17 H";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"7.991,43";"";"";"KARL STORZ ENDOSCOPIA IBERICA S.A.";"2017";"";"CONTRATO MENOR"
"CM 12 INV/2017 HOSP. DESFIBRILADOR MONITOR CON IMP";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"3.872,00";"";"";"IBOR ORTOPEDIA Y MEDICINA S.L.";"2017";"";"CONTRATO MENOR"
"MONITORES CONSTANTES CM 33 I / 17 H";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.630,80";"";"";"IBOR ORTOPEDIA Y MEDICINA S.L.";"2017";"";"CONTRATO MENOR"
"SILLONES TRATAMIENTO PACIENTES CM 47 INV/17 H";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"13.866,60";"";"";"IBOR ORTOPEDIA Y MEDICINA S.L.";"2017";"";"CONTRATO MENOR"
"MANTEN.PREVENTIVO SIST.GESTION TECN. CENTRALI. INS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"4.450,08";"";"";"AMBITEC S.A.U";"2017";"";"CONTRATO MENOR"
"CM 6 INV/2017 HOSP. MONITOR TENSION WELCH ALLYN";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"4.731,10";"";"";"IBOR ORTOPEDIA Y MEDICINA S.L.";"2017";"";"CONTRATO MENOR"
"CM 2 INV/2017 MESILLAS, ARMARIOS Y MESAS AUXILIARE";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.119,51";"";"";"INDUSTRIAS HIDRAULICAS PARDO SL";"2017";"";"CONTRATO MENOR"
"CM 1 INV/2017 CAMAS NEWCARE ADVANCED";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"21.271,20";"";"";"INDUSTRIAS HIDRAULICAS PARDO SL";"2017";"";"CONTRATO MENOR"
"CM 10 INV/2017 HOSP CRIOSTATO LEICA CM 1860 UV";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"21.296,00";"";"";"SUMINISTROS MATERIAL Y APARATOS DE";"2017";"";"CONTRATO MENOR"
"CM 18 INV/2017 HOSP SOPORTE PARA CUCHILLAS PREMIUM";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"4.719,00";"";"";"SUMINISTROS MATERIAL Y APARATOS DE";"2017";"";"CONTRATO MENOR"
"TIMPANOMETRO CM 96 I/17 H";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.007,65";"";"";"HANS E RUTH SA";"2017";"";"CONTRATO MENOR"
"RESECTOR TRANSURETRAL MONOPOLAR 26 CH";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.342,66";"";"";"KARL STORZ ENDOSCOPIA IBERICA S.A.";"2017";"";"CONTRATO MENOR"
"MAMPARA FRONTAL (VARIOS MODELOS)";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.676,78";"";"";"SILENTIA SPAIN, S.L. ORTOJAG, S.L.";"2017";"";"CONTRATO MENOR"
"CENTRAL MONITORIZACION + 2 MONITORES URGENCIAS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"14.689,40";"";"";"IBOR ORTOPEDIA Y MEDICINA S.L.";"2017";"";"CONTRATO MENOR"
"ARMARIO DE SEGURIDAD PARA PIEZAS CONSERVADAS EN FO";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"4.227,74";"";"";"LABOLAN SL";"2017";"";"CONTRATO MENOR"
"FIBROBRONCOSCOPIO CM 104 I/17 H";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"11.745,47";"";"";"OLYMPUS IBERIA, S.A.U.";"2017";"";"CONTRATO MENOR"
"HISTEROSCOPIO DIAGNOSTICO CM 75 I/17 H";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.736,86";"";"";"KARL STORZ ENDOSCOPIA IBERICA S.A.";"2017";"";"CONTRATO MENOR"
"CUNA TÉRMICA DE CUIDADOS INTERMEDIOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"14.694,50";"";"";"DRAGER MEDICAL HISPANIA S.A.";"2017";"";"CONTRATO MENOR"
"VEHICULOS BINEFAR-TAMARITE";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"20.449,00";"";"";"VEHICULOS DE ARAGON S.L.";"2017";"";"CONTRATO MENOR"
"SILLONES PACIENTE URG CM 79 I/17 H";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.708,24";"";"";"INDUSTRIAS HIDRAULICAS PARDO SL";"2017";"";"CONTRATO MENOR"
"ENSOBRADORA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"7.209,13";"";"";"SOLITIUM S.L.";"2017";"";"CONTRATO MENOR"
"CAPNOGRAFOS CM 89 I/17 H";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"3.960,00";"";"";"MEDTRONIC IBERICA S.A.";"2017";"";"CONTRATO MENOR"
"CAMA NEWCARE ADVANCED";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"21.271,20";"";"";"INDUSTRIAS HIDRAULICAS PARDO SL";"2017";"";"CONTRATO MENOR"
"EJECUCION DE OBRA CONSULTA C.S. CASTEJON";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"20.850,00";"";"";"OBRAS Y RESTAURACIONES SAGARRA S.L.";"2017";"";"CONTRATO MENOR"
"OBRA SOLERA JARDIN H";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"7.052,88";"";"";"OBRAS Y RESTAURACIONES SAGARRA S.L.";"2017";"";"CONTRATO MENOR"
"SERVICIO DE RESTAURACIÓN DEL EQUIPO MÉDICO PAC DE";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"4.000,00";"";"";"COLA DE CABALLO, SOCIEDAD LIMITADA";"2017";"";"CONTRATO MENOR"
"SERVICIO DE VIGILANCIA Y SEGURIDAD HOSPITAL ERNEST";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"8.401,56";"";"";"OMBUDS COMPAÑIA DE SEGURIDAD S.A.";"2017";"";"CONTRATO MENOR"
"MANTENIMIENTO PREVENTIVO DEL TAC";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"9.982,50";"";"";"SIEMENS HEALTHCARE, S.L.";"2017";"";"CONTRATO MENOR"
"ANALISIS SISTEMATICO DE ORINA CON TIRA REACTIVA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"8.675,52";"";"";"ROCHE DIAGNOSTICS S.L.";"2017";"";"CONTRATO MENOR"
"CUSTODIA DE DOCUMENTACIÓN DE PRIMARIA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"21.722,47";"";"";"HABEMUS SERVICIOS Y VENTAS SLU";"2017";"";"CONTRATO MENOR"
"SERVICIO DE RESTAURACIÓN EQUIPO MÉDICO DE MORATA D";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"4.980,00";"";"";"BALLABRIGA GOMEZ CARLOS";"2017";"";"CONTRATO MENOR"
"MANTENIMIENTO APARATOS ELECTROMEDICINA C. SALUD SE";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"7.731,90";"";"";"AGENOR MANTENIMIENTOS S.A.";"2017";"";"CONTRATO MENOR"
"SERVICIO LIMPIEZA C. SALUD ILLUECA, VILLARROYA Y C";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"12.496,61";"";"";"ILUNION LIMPIEZA Y MEDIOAMBIENTE SA";"2017";"";"CONTRATO MENOR"
"SUMINISTRO ELECTROCARDIOGRAFOS FIJOS, HOLTER Y DOP";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"20.205,79";"";"";"OSCA MEDICAL S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO UN COLPOSCOPIO";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.543,26";"";"";"OLYMPUS IBERIA, S.A.U.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO CARROS MEDICACION UNIDOSIS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"14.340,78";"";"";"DEXTROMEDICA SL";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DIVERSO MATERIAL SANITARIO II";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"10.091,43";"";"";"IBOR ORTOPEDIA Y MEDICINA S.L.";"2017";"";"CONTRATO MENOR"
"SERV. ECOGRAFIAS HOSPITAL DE JACA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.000,00";"";"";"ALFONSO AGUIRAN EDUARDO RAMON";"2017";"";"CONTRATO MENOR"
"SUMINISTRO ELECTROCARDIOTOCOGRAFO (2ª ADQUISICION)";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"12.342,00";"";"";"APLICACIONES ELECTRONICAS EUROPA S.";"2017";"";"CONTRATO MENOR"
"SUMINSTRO MATERIAL SANITARIO";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"17.575,11";"";"";"IBOR ORTOPEDIA Y MEDICINA S.L.";"2017";"";"CONTRATO MENOR"
"SUMINSTRO MATERIAL SANITARIO";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"17.575,11";"";"";"OSCA MEDICAL S.L.";"2017";"";"CONTRATO MENOR"
"SUMINSTRO MATERIAL SANITARIO";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"17.575,11";"";"";"PILCHER PEREZ RICARDO ERIC";"2017";"";"CONTRATO MENOR"
"SUMINISTRO BOMBA CALOR C.S. GRAÑEN";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"13.300,63";"";"";"INSTALACIONES TEC ELECTRICIDAD Y";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DIVERSO MATERIAL SANITARIO II";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"10.091,43";"";"";"PILCHER PEREZ RICARDO ERIC";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE UN ANALIZADOR DE IMPEDANCIA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"9.728,40";"";"";"MICROCAYA, S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO UN ELECTROCARDIOTOCOGRAFO (MONITOR FETA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"12.342,00";"";"";"APLICACIONES ELECTRONICAS EUROPA S.";"2017";"";"CONTRATO MENOR"
"MANTENIMIENTO CLIMATIZACION HOSPITAL JACA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"12.100,00";"";"";"AMBITEC S.A.U";"2017";"";"CONTRATO MENOR"
"SERVICIO MANTENIMIENTO TELEMANDO HOSPITAL SAN JORG";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"11.253,00";"";"";"SIEMENS HEALTHCARE, S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO 11 MONITORES CONSTANTES VITALES";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"18.234,70";"";"";"IBOR ORTOPEDIA Y MEDICINA S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO BOMBA DE CALOR PARA C.SALUD GRAÑEN";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"12.930,10";"";"";"INSTALACIONES TEC ELECTRICIDAD Y";"2017";"";"CONTRATO MENOR"
"SUMINISTRO ELECTROCARDIOGRAFOS FIJOS, HOLTER Y DOP";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"20.205,79";"";"";"GRUPO TAPER S.A.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO ELECTROCARDIOGRAFOS FIJOS, HOLTER Y DOP";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"20.205,79";"";"";"IBOR ORTOPEDIA Y MEDICINA S.L.";"2017";"";"CONTRATO MENOR"
"MENAJE SECTOR HUESCA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"10.330,42";"";"";"SERVICIOS TECNICOS BAES S.L.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO CARROS MEDICACION UNIDOSIS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"14.340,78";"";"";"KRZ SL";"2017";"";"CONTRATO MENOR"
"MENAJE SECTOR HUESCA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"10.330,42";"";"";"ESFOLUNA SL";"2017";"";"CONTRATO MENOR"
"MENAJE SECTOR HUESCA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"10.330,42";"";"";"EL CORTE INGLES S.A.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DOS GRUAS (HSCJ Y CRP)";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.262,30";"";"";"IBOR ORTOPEDIA Y MEDICINA S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO BOMBA CALOR CS PERPETUO SOCORRO";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"7.956,51";"";"";"ALARCO S.A.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO ECOGRAFO PARA REHABILITACION - HSCJ";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"20.933,00";"";"";"FUJIFILM SONOSITE IBERICA S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO BOMBA CALOR CS JACA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"3.887,08";"";"";"AMBITEC S.A.U";"2017";"";"CONTRATO MENOR"
"SUMINISTRO CUATRO ELECTROCARDIOGRAFOS AT. PRIMARIA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"21.780,00";"";"";"TAPER SERVICIO TECNICO SLU";"2017";"";"CONTRATO MENOR"
"SUMINISTRO BOMBA DE CALOR CENTRO SALUD GRAÑEN";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"9.545,65";"";"";"INSTALACIONES TEC ELECTRICIDAD Y";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DOS GRUAS (HSCJ Y CRP)";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.262,30";"";"";"OSCA MEDICAL S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DOS HUMIDIFICADORES UCI HOSPITAL SAN JO";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.493,26";"";"";"FISHER & PAYKEL HEALTHCARE SAS";"2017";"";"CONTRATO MENOR"
"SUMINISTRO CAMILLAS HSJ";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"14.237,15";"";"";"PILCHER PEREZ RICARDO ERIC";"2017";"";"CONTRATO MENOR"
"SUMINISTRO CAMILLAS HSJ";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"14.237,15";"";"";"ENRAF NONIUS IBERICA S.A.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO BOMBA CALOR CS GRAÑEN";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"4.827,48";"";"";"INSTALACIONES TEC ELECTRICIDAD Y";"2017";"";"CONTRATO MENOR"
"SUM SARTEN BASCULANTE Y CARRO PORTAPLATOS.HOSPITAL";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"8.227,88";"";"";"ESFOLUNA SL";"2017";"";"CONTRATO MENOR"
"SUM SARTEN BASCULANTE Y CARRO PORTAPLATOS.HOSPITAL";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"8.227,88";"";"";"SERVICIOS TECNICOS BAES S.L.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO CAJAS DE INSTRUMENTAL PARA QUIROFANO";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"11.818,87";"";"";"B BRAUN SURGICAL S.A.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DOS ARTROMOTORES 4ª PLANTA HOSPITAL SAN";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.897,00";"";"";"ENRAF NONIUS IBERICA S.A.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DOS LAMPARAS DE QUIROFANO";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"21.097,56";"";"";"TEDISEL IBERICA, SL.";"2017";"";"CONTRATO MENOR"
"TRANSPORTE DE VALIJA BARBASTRO Y HUESCA (TRAMIT. B";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"16.558,86";"";"";"SOMONTANO SOCIAL SL";"2017";"";"CONTRATO MENOR"
"SUMINISTRO CUATRO ELECTROCARDIOGRAFOS A.PRIMARIA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"21.780,00";"";"";"GRUPO TAPER S.A.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO QUEMADOR CALDERA PARA HOSPITAL SAN JORG";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"19.205,47";"";"";"META OSCA S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DOS ARMARIOS FRIGORIFICOS ALMACEN HSJ";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.809,88";"";"";"BASE REFRIGERACION S.L.";"2017";"";"CONTRATO MENOR"
"FREIDORA + CORTADORA FIAMBRES + PELADORA PATATAS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.493,94";"";"";"SERVICIOS TECNICOS BAES S.L.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO BOMBA CALOR REHABILITACION HSCJ";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"17.067,41";"";"";"CLIMETEL S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO REVELADORA DE PLACAS DENTALES";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"9.861,50";"";"";"SOMUDEN SL";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DOS CAMAS ELECTRICAS PARA UCI";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"12.034,66";"";"";"INDUSTRIAS HIDRAULICAS PARDO SL";"2017";"";"CONTRATO MENOR"
"SUMINISTRO BOMBA CALOR CS HUESCA RURAL";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"8.029,05";"";"";"INSTALACIONES TEC ELECTRICIDAD Y";"2017";"";"CONTRATO MENOR"
"SUMINISTRO CAMILLAS HSJ + AP";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"11.283,28";"";"";"PILCHER PEREZ RICARDO ERIC";"2017";"";"CONTRATO MENOR"
"SUMINISTRO MAQUINA ENVASADORA MEDICAMENTOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"20.024,41";"";"";"KRZ SL";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DOS PLACAS CONGELACION PARA ANATOMIA HS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"4.310,62";"";"";"LABOLAN SL";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DOS ARMARIOS SEGURIDAD PARA ATANOMIA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"7.595,17";"";"";"LABOLAN SL";"2017";"";"CONTRATO MENOR"
"SUMINISTRO UN CARRO PARADA UCI+25 SILLAS RUEDAS HS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"12.277,66";"";"";"PILCHER PEREZ RICARDO ERIC";"2017";"";"CONTRATO MENOR"
"SUMINISTRO UN CARRO PARADA UCI+25 SILLAS RUEDAS HS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"12.277,66";"";"";"IBOR ORTOPEDIA Y MEDICINA S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO INCUBADORA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"12.600,00";"";"";"DRAGER MEDICAL HISPANIA S.A.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DE SILLERIA Y MOBILIARIO. SECTOR HUESCA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"19.126,26";"";"";"BALLAROL OFICINAS S.L.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DOCE CARROS DOBLES DE ROPA. SECTOR HUES";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.154,60";"";"";"NORMEDAN S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO DOS GRUAS BIPEDESTACION PARA 5º Y 6ª PT";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"4.180,00";"";"";"OSCA MEDICAL S.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO UN APILADOR ELECTRICO PARA ALMACEN HOSP";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.878,85";"";"";"FERRETERIA Y SUMINISTROS SENAVI S.L";"2017";"";"CONTRATO MENOR"
"SUMINISTRO UNA LAVADORA DE CAZUELAS HOSPITAL SAN J";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"16.628,06";"";"";"SERVICIOS TECNICOS BAES S.L.L.";"2017";"";"CONTRATO MENOR"
"SUMINISTRO GRABADORAS HOLTER";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"6.009,30";"";"";"SANROSAN S.A.";"2017";"";"CONTRATO MENOR"
"SERVICIO LIMPIEZA EXTRACCIÓN DE HUMOS DE LA COCINA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.695,96";"";"";"LR LIMPIEZA EN SISTEMAS DE";"2017";"";"CONTRATO MENOR"
"C.M. 25/AP/17, CONTRATO FORMALIZADO 107/AP/17";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"12.782,14";"";"";"POMAR DOMINGUEZ EZEQUIEL";"2017";"";"CONTRATO MENOR"
"LAMPARA QUIRURGICA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"14.459,55";"";"";"GETINGE GROUP SPAIN SLU";"2017";"";"CONTRATO MENOR"
"CENTRIFUGA LABORATORIO URGENCIAS HOP";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"3.346,78";"";"";"COMERCIAL RAFER SL";"2017";"";"CONTRATO MENOR"
"C.M. 25/AP/17, CONTRATO FORMALIZADO 107/AP/17";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"15.466,38";"";"";"POMAR DOMINGUEZ EZEQUIEL";"2017";"";"CONTRATO MENOR"
"SERVICIO DESINFECCIÓN, DESRATIZACIÓN Y DESINSECTAC";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"7.937,60";"";"";"GC ACITUR SL";"2017";"";"CONTRATO MENOR"
"SERVICIO PELUQUERÍA HOP";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"10.890,00";"";"";"GARCIA VELA RAQUEL";"2017";"";"CONTRATO MENOR"
"EQUIPO EXTRACCION POLIPOS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"15.669,50";"";"";"STRYKER IBERIA SL";"2017";"";"CONTRATO MENOR"
"SERVICIO LIMPIEZA EDIFICIO GLORIETA - GASTOS COMPA";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"4.049,27";"";"";"POMAR DOMINGUEZ EZEQUIEL";"2017";"";"CONTRATO MENOR"
"ENFRIADORA C.S. UTRILLAS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"40.346,49";"";"";"ANFERVAL MANTENIMIENTOS, S.L.";"2017";"";"CONTRATO MENOR"
"AIRE ACONDICIONADO CON INSTALACIÓN BLOQUE QUIRÚRGI";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"30.213,70";"";"";"ANFERVAL MANTENIMIENTOS, S.L.";"2017";"";"CONTRATO MENOR"
"INVERSIONES 2017, APARATOS MÉDICO ASISTENCIALES A.";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"17.873,57";"";"";"PILCHER PEREZ RICARDO ERIC";"2017";"";"CONTRATO MENOR"
"C.M. 61/HOP/17 INVERSIONES - OBRAS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"34.867,08";"";"";"AIRKON METAL SL";"2017";"";"CONTRATO MENOR"
"TERMINAL COMUNICACIÓN HABITAICÓN HSJ";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"9.904,30";"";"";"GOTOR COMUNICACIONES S.A.";"2017";"";"CONTRATO MENOR"
"INVERSIONES 2017, APARATOS MÉDICO ASISTENCIALES A.";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"17.873,57";"";"";"VIALTA, S.L.";"2017";"";"CONTRATO MENOR"
"VIDEOLAPAROSCOPIO OLYMPUS";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"15.730,00";"";"";"OLYMPUS IBERIA, S.A.U.";"2017";"";"CONTRATO MENOR"
"PROYECTO INSTALACIÓN REFORMA SALA CALDERAS, CON VI";"SERVICIO ARAGONÉS DE SALUD";"";"";"";"5.445,00";"";"";"FERRER PEREZ, EMILIO";"2017";"";"CONTRATO MENOR"
