Producto,ProductURI,Tipo,NIF,Adjudicatario,OrganizationURI,Fecha,Cantidad Pedido,Cantidad Recibido,Cantidad Pendiente,Importe del Pedido,Importe Pagado,Importe Pendiente,VAT
GORROS,GORROS,SUMINISTRO,B80196934,"GARRIC MEDICA, S.L.",GARRIC_MEDICA_SL,2020-05-27T00:00:00Z,100000,100000,0,9800,9800,0,0
Resucitador manual,Resucitador_manual,SUMINISTRO,B81040149,"FIRMA AMBU, S.L.",FIRMA_AMBU_SL,2020-05-27T00:00:00Z,12,12,0,102,102,0,0
Resucitador manual,Resucitador_manual,SUMINISTRO,B81040149,"FIRMA AMBU, S.L.",FIRMA_AMBU_SL,2020-05-27T00:00:00Z,12,12,0,102,102,0,0
Resucitador manual,Resucitador_manual,SUMINISTRO,B81040149,"FIRMA AMBU, S.L.",FIRMA_AMBU_SL,2020-05-27T00:00:00Z,12,12,0,102,102,0,0
Conector/adaptador,Conector/adaptador,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-05-27T00:00:00Z,5,5,0,0,0,0,0
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-05-27T00:00:00Z,60,60,0,62,62,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B87513040,"VYAIRE MEDICA, SLU.",VYAIRE_MEDICA_SLU,2020-05-27T00:00:00Z,80,80,0,408,408,0,0
CÁMARA DIGITAL INTUBACIÓN,CÁMARA_DIGITAL_INTUBACIÓN,SUMINISTRO,A48464788,A.J.L. OPHTHALMIC  S.A.,AJL_OPHTHALMIC__SA,2020-05-28T00:00:00Z,2,2,0,706,706,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B02241453,"CONFECCIONES DELMAPUNTO, S.L.",CONFECCIONES_DELMAPUNTO_SL,2020-05-28T00:00:00Z,1648,1648,0,5191,5191,0,0
Felpudo,Felpudo,SUMINISTRO,B30062640,"COMERCIAL ROLDAN, S.L.",COMERCIAL_ROLDAN_SL,2020-05-28T00:00:00Z,24,24,0,589,589,0,21
LIMPIEZA  EDIFICIOS ADMINISTRATIVOS,LIMPIEZA__EDIFICIOS_ADMINISTRATIVOS,SERVICIO,B30563415,TECNICAS Y SERVICIOS INTEGRALES DE,TECNICAS_Y_SERVICIOS_INTEGRALES_DE,2020-05-28T00:00:00Z,1441.08,1441.08,0,1441,1441,0,21
MAMPARAS MOSTRADOR INFORMACION,MAMPARAS_MOSTRADOR_INFORMACION,SUMINISTRO,B30869242,"OK SOLUCIONES Y SUMINISTROS, SLL.",OK_SOLUCIONES_Y_SUMINISTROS_SLL,2020-05-28T00:00:00Z,1,1,0,188,188,0,0
MAMPARAS MOSTRADOR INFORMACION,MAMPARAS_MOSTRADOR_INFORMACION,SUMINISTRO,B30869242,"OK SOLUCIONES Y SUMINISTROS, SLL.",OK_SOLUCIONES_Y_SUMINISTROS_SLL,2020-05-28T00:00:00Z,1,1,0,237,237,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-05-28T00:00:00Z,1,1,0,49,49,0,0
ALQUILER DE VEHICULOS,ALQUILER_DE_VEHICULOS,SERVICIO,B73166936,"AMBULANCIAS MAR MENOR, S.L.",AMBULANCIAS_MAR_MENOR_SL,2020-05-28T00:00:00Z,3645.97,3645.97,0,3646,3646,0,0
ALQUILER DE VEHICULOS,ALQUILER_DE_VEHICULOS,SERVICIO,B73166936,"AMBULANCIAS MAR MENOR, S.L.",AMBULANCIAS_MAR_MENOR_SL,2020-05-28T00:00:00Z,176.42,176.42,0,176,176,0,0
ALQUILER DE VEHICULOS,ALQUILER_DE_VEHICULOS,SERVICIO,B73166936,"AMBULANCIAS MAR MENOR, S.L.",AMBULANCIAS_MAR_MENOR_SL,2020-05-28T00:00:00Z,5586.57,5586.57,0,5587,5587,0,0
CAPUCHONES,CAPUCHONES,SUMINISTRO,B73551483,FERRETERIA Y SUMINISTROS INDUSTRIAL,FERRETERIA_Y_SUMINISTROS_INDUSTRIAL,2020-05-28T00:00:00Z,6,6,0,42,42,0,0
Perchero de pie,Perchero_de_pie,SUMINISTRO,B85824621,"RADIAPROT, S.L.",RADIAPROT_SL,2020-05-28T00:00:00Z,1,1,0,1010,1010,0,21
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-05-29T00:00:00Z,39600,39600,0,942,942,0,0
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-05-29T00:00:00Z,470000,470000,0,11186,11186,0,0
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-05-29T00:00:00Z,700000,700000,0,16660,16660,0,0
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-05-29T00:00:00Z,700000,700000,0,16660,16660,0,0
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-05-29T00:00:00Z,10000,10000,0,238,238,0,0
Tubos alargadores,Tubos_alargadores,SUMINISTRO,A08630063,"IBERHOSPITEX, S.A.",IBERHOSPITEX_SA,2020-05-29T00:00:00Z,300,300,0,217,217,0,21
Inst.des.general,Inst_des_general,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-05-29T00:00:00Z,50,50,0,1500,1500,0,0
Termó/sensor reg.dat,Termó/sensor_reg_dat,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-05-29T00:00:00Z,168,168,0,1413,1413,0,21
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-05-29T00:00:00Z,10,10,0,199,199,0,0
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-05-29T00:00:00Z,20,20,0,398,398,0,0
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-05-29T00:00:00Z,25,25,0,27,27,0,0
Inst.des.general,Inst_des_general,SUMINISTRO,A48464788,A.J.L. OPHTHALMIC  S.A.,AJL_OPHTHALMIC__SA,2020-05-29T00:00:00Z,48,48,0,2208,2208,0,0
Cánulas Guedel-Mayo,Cánulas_Guedel-Mayo,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-05-29T00:00:00Z,180,180,0,48,48,0,0
Sondas de aspiración,Sondas_de_aspiración,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-05-29T00:00:00Z,60,60,0,780,780,0,0
Sondas de aspiración,Sondas_de_aspiración,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-05-29T00:00:00Z,30,30,0,390,390,0,0
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-05-29T00:00:00Z,20,20,0,61,61,0,0
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-05-29T00:00:00Z,200,200,0,180,180,0,0
Sistemas nutrición,Sistemas_nutrición,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-05-29T00:00:00Z,30,30,0,127,127,0,21
Sondas de aspiración,Sondas_de_aspiración,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-05-29T00:00:00Z,100,100,0,8,8,0,0
Sondas de aspiración,Sondas_de_aspiración,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-05-29T00:00:00Z,100,100,0,14,14,0,0
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,B98011505,"NACATUR 2 ESPAÑA, S.L.",NACATUR_2_ESPAÑA_SL,2020-05-29T00:00:00Z,100000,100000,0,4900,4900,0,0
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,B98011505,"NACATUR 2 ESPAÑA, S.L.",NACATUR_2_ESPAÑA_SL,2020-05-29T00:00:00Z,50000,50000,0,2450,2450,0,0
Adecuación instalaciones existentes,Adecuación_instalaciones_existentes,SERVICIO,F30569917,"INSTALACIONES ELECTRICAS INDELEC,",INSTALACIONES_ELECTRICAS_INDELEC,2020-05-29T00:00:00Z,1506.62,1506.62,0,1507,1507,0,21
Adecuación instalaciones existentes,Adecuación_instalaciones_existentes,SERVICIO,F30574586,"MALCAPUR, SOC.SOOP.",MALCAPUR_SOCSOOP,2020-05-29T00:00:00Z,1808.95,1808.95,0,1809,1809,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,J73691651,"ALTHEA MEDICA, S.C.",ALTHEA_MEDICA_SC,2020-05-29T00:00:00Z,3000,3000,0,20400,20400,0,0
Termó/sensor reg.dat,Termó/sensor_reg_dat,SUMINISTRO,W0068620D,MASIMO EUROPE LTD SUCURSAL EN ESPAÑ,MASIMO_EUROPE_LTD_SUCURSAL_EN_ESPAÑ,2020-05-29T00:00:00Z,20,20,0,199,199,0,0
Adecuación instalaciones existentes,Adecuación_instalaciones_existentes,SUMINISTRO,***5465**,PEDRO GIMENEZ MARTINEZ,PEDRO_GIMENEZ_MARTINEZ,2020-06-01T00:00:00Z,1,1,0,424,424,0,21
Fiad/acc. intubación,Fiad/acc__intubación,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-06-01T00:00:00Z,2,2,0,7,7,0,10
Sondas urológicas,Sondas_urológicas,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-06-01T00:00:00Z,30,30,0,51,51,0,10
Sondas urológicas,Sondas_urológicas,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-06-01T00:00:00Z,170,170,0,290,290,0,10
Sondas urológicas,Sondas_urológicas,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-06-01T00:00:00Z,220,220,0,375,375,0,0
Sondas urológicas,Sondas_urológicas,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-06-01T00:00:00Z,105,105,0,179,179,0,10
Sondas urológicas,Sondas_urológicas,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-06-01T00:00:00Z,15,15,0,26,26,0,0
KITS PCR DIAGNOSTICO COVID-19,KITS_PCR_DIAGNOSTICO_COVID-19,SUMINISTRO,A58710740,"PALEX MEDICAL, S.A.",PALEX_MEDICAL_SA,2020-06-01T00:00:00Z,30,30,0,75000,75000,0,0
Adecuación instalaciones existentes,Adecuación_instalaciones_existentes,SUMINISTRO,B30356166,"CERRAJERIA ALONSO HERMANOS GOMEZ, S",CERRAJERIA_ALONSO_HERMANOS_GOMEZ_S,2020-06-01T00:00:00Z,2,2,0,547,547,0,21
Adecuación instalaciones existentes,Adecuación_instalaciones_existentes,SUMINISTRO,B30356166,"CERRAJERIA ALONSO HERMANOS GOMEZ, S",CERRAJERIA_ALONSO_HERMANOS_GOMEZ_S,2020-06-01T00:00:00Z,4,4,0,905,905,0,21
Instalacion sanitaria y desague,Instalacion_sanitaria_y_desague,SERVICIO,B30400360,"FONTANERIA CASTELLO, S.L.",FONTANERIA_CASTELLO_SL,2020-06-01T00:00:00Z,484,484,0,484,484,0,21
DESINFECTANTE SUPERFICIE,DESINFECTANTE_SUPERFICIE,SUMINISTRO,B48910756,"VESISMIN, S.L.",VESISMIN_SL,2020-06-01T00:00:00Z,6,6,0,572,572,0,21
Toall/esp.desechable,Toall/esp_desechable,SUMINISTRO,B48910756,"VESISMIN, S.L.",VESISMIN_SL,2020-06-01T00:00:00Z,36000,36000,0,1638,1638,0,0
Apósitos no activos,Apósitos_no_activos,SUMINISTRO,B61787057,"ALFASIGMA ESPAÑA, S.L.",ALFASIGMA_ESPAÑA_SL,2020-06-01T00:00:00Z,1780,1780,0,3270,3270,0,10
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-06-01T00:00:00Z,3,3,0,135,135,0,0
Inst.des.general,Inst_des_general,SUMINISTRO,B87513040,"VYAIRE MEDICA, SLU.",VYAIRE_MEDICA_SLU,2020-06-01T00:00:00Z,40,40,0,247,247,0,0
CORTINA LAMAS VERTICAL,CORTINA_LAMAS_VERTICAL,SUMINISTRO,E30090401,"ANTONIO PALLARES PERIAGO Y OTROS, C",ANTONIO_PALLARES_PERIAGO_Y_OTROS_C,2020-06-01T00:00:00Z,7,7,0,52,52,0,21
Percha pared,Percha_pared,SUMINISTRO,E30090401,"ANTONIO PALLARES PERIAGO Y OTROS, C",ANTONIO_PALLARES_PERIAGO_Y_OTROS_C,2020-06-01T00:00:00Z,100,100,0,53,53,0,21
LIMPIEZA  EDIFICIOS ADMINISTRATIVOS,LIMPIEZA__EDIFICIOS_ADMINISTRATIVOS,SERVICIO,B30132724,"LIMCAMAR, S.L.",LIMCAMAR_SL,2020-06-02T00:00:00Z,4000,600.1599999999999,3399.84,4000,600,3400,21
Auricular con micrófono,Auricular_con_micrófono,SUMINISTRO,B30441562,K INFORMATICA Y GESTION SL,K_INFORMATICA_Y_GESTION_SL,2020-06-02T00:00:00Z,10,10,0,302,302,0,21
Cán.traq.laring,Cán_traq_laring,SUMINISTRO,B83886176,"SMITHS MEDICAL ESPAÑA, S.R.L.",SMITHS_MEDICAL_ESPAÑA_SRL,2020-06-02T00:00:00Z,3,3,0,356,356,0,10
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-06-02T00:00:00Z,1900,500,1400,1045,275,770,0
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-06-02T00:00:00Z,144,144,0,425,425,0,0
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-06-02T00:00:00Z,2808,2808,0,8284,8284,0,0
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-06-02T00:00:00Z,1440,1440,0,3168,3168,0,0
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-06-02T00:00:00Z,1584,1584,0,2930,2930,0,0
MASCARILLAS (OTRAS),MASCARILLAS_(OTRAS),SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-06-02T00:00:00Z,1800,1800,0,450,450,0,0
PIJAMAS,PIJAMAS,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-06-02T00:00:00Z,700,700,0,580,580,0,0
PIJAMAS,PIJAMAS,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-06-02T00:00:00Z,1200,1200,0,995,995,0,0
PIJAMAS,PIJAMAS,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-06-02T00:00:00Z,900,900,0,746,746,0,0
Fiad/acc. intubación,Fiad/acc__intubación,SUMINISTRO,A03802451,"MEDILEVEL, S.A.",MEDILEVEL_SA,2020-06-03T00:00:00Z,20,20,0,26,26,0,0
Eq/acc. perfusión,Eq/acc__perfusión,SUMINISTRO,A08130502,"FRESENIUS KABI ESPAÑA, S.A.",FRESENIUS_KABI_ESPAÑA_SA,2020-06-03T00:00:00Z,600,600,0,672,672,0,0
Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,SUMINISTRO,A28063485,"DRAGER MEDICAL HISPANIA, S.A.",DRAGER_MEDICAL_HISPANIA_SA,2020-06-03T00:00:00Z,5,5,0,209,209,0,21
Fiad/acc. intubación,Fiad/acc__intubación,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-06-03T00:00:00Z,60,60,0,171,171,0,0
OTROS,OTROS,SUMINISTRO,B11270097,BENITEZ PAUBLETE S.L.,BENITEZ_PAUBLETE_SL,2020-06-03T00:00:00Z,20000,20000,0,9196,9196,0,21
CARRO DE CURAS,CARRO_DE_CURAS,SUMINISTRO,B30243737,"VIALTA, S.L.",VIALTA_SL,2020-06-03T00:00:00Z,2,2,0,1888,1888,0,21
CARRO LENCERIA,CARRO_LENCERIA,SUMINISTRO,B30243737,"VIALTA, S.L.",VIALTA_SL,2020-06-03T00:00:00Z,2,2,0,932,932,0,21
CARROS DE MEDICAMENTOS,CARROS_DE_MEDICAMENTOS,SUMINISTRO,B30243737,"VIALTA, S.L.",VIALTA_SL,2020-06-03T00:00:00Z,4,4,0,5948,5948,0,21
LIMPIEZA EXTRAORD.COVID-19-MAR-ABR.,LIMPIEZA_EXTRAORD_COVID-19-MAR-ABR_,SERVICIO,B30365712,"STV GESTIÓN, S.L.",STV_GESTIÓN_SL,2020-06-03T00:00:00Z,18151,12576.52,5574.48,18151,12577,5574,21
ELECTROCARDIOGRAFO,ELECTROCARDIOGRAFO,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-06-03T00:00:00Z,3,3,0,9385,9385,0,0
ALQUILER DE VEHICULOS,ALQUILER_DE_VEHICULOS,SERVICIO,B73166936,"AMBULANCIAS MAR MENOR, S.L.",AMBULANCIAS_MAR_MENOR_SL,2020-06-03T00:00:00Z,1999.4,1999.4,0,1999,1999,0,0
Inst.des.general,Inst_des_general,SUMINISTRO,B81040149,"FIRMA AMBU, S.L.",FIRMA_AMBU_SL,2020-06-03T00:00:00Z,5,5,0,1200,1200,0,0
Resucitador manual,Resucitador_manual,SUMINISTRO,B81040149,"FIRMA AMBU, S.L.",FIRMA_AMBU_SL,2020-06-03T00:00:00Z,60,60,0,510,510,0,0
Conector/adaptador,Conector/adaptador,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-06-03T00:00:00Z,4,4,0,0,0,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-06-03T00:00:00Z,11,11,0,495,495,0,0
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-06-03T00:00:00Z,60,60,0,62,62,0,21
Tubos admón.O2,Tubos_admón_O2,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-06-03T00:00:00Z,1820,1820,0,364,364,0,0
OTROS,OTROS,SUMINISTRO,J73691651,"ALTHEA MEDICA, S.C.",ALTHEA_MEDICA_SC,2020-06-03T00:00:00Z,30000,30000,0,27120,27120,0,21
Eq/acc. perfusión,Eq/acc__perfusión,SUMINISTRO,A08130502,"FRESENIUS KABI ESPAÑA, S.A.",FRESENIUS_KABI_ESPAÑA_SA,2020-06-04T00:00:00Z,90,90,0,101,101,0,0
Sistemas nutrición,Sistemas_nutrición,SUMINISTRO,A08130502,"FRESENIUS KABI ESPAÑA, S.A.",FRESENIUS_KABI_ESPAÑA_SA,2020-06-04T00:00:00Z,180,180,0,333,333,0,0
Sonda endodigestiva,Sonda_endodigestiva,SUMINISTRO,A08130502,"FRESENIUS KABI ESPAÑA, S.A.",FRESENIUS_KABI_ESPAÑA_SA,2020-06-04T00:00:00Z,100,100,0,450,450,0,0
KITS PCR DIAGNOSTICO COVID-19,KITS_PCR_DIAGNOSTICO_COVID-19,SUMINISTRO,A58710740,"PALEX MEDICAL, S.A.",PALEX_MEDICAL_SA,2020-06-04T00:00:00Z,5,5,0,12500,12500,0,0
PCR EXTRACCION Y MATERIAL ACCESORIO,PCR_EXTRACCION_Y_MATERIAL_ACCESORIO,SUMINISTRO,A58710740,"PALEX MEDICAL, S.A.",PALEX_MEDICAL_SA,2020-06-04T00:00:00Z,4,4,0,344,344,0,21
RESTAURANTE Y CAFETERÍA,RESTAURANTE_Y_CAFETERÍA,SERVICIO,B30553614,"AMG SERVICIOS INTEGRADOS, S.L.",AMG_SERVICIOS_INTEGRADOS_SL,2020-06-04T00:00:00Z,31518,1917.6100000000006,29600.39,31518,1918,29600,10
Instalacion sanitaria y desague,Instalacion_sanitaria_y_desague,SERVICIO,B73692287,"INGENIERIA DE REGULACION Y CONTROL,",INGENIERIA_DE_REGULACION_Y_CONTROL,2020-06-04T00:00:00Z,438.02,438.02,0,438,438,0,21
Cánulas Guedel-Mayo,Cánulas_Guedel-Mayo,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-06-04T00:00:00Z,180,180,0,48,48,0,0
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-06-04T00:00:00Z,100,100,0,305,305,0,0
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B87513040,"VYAIRE MEDICA, SLU.",VYAIRE_MEDICA_SLU,2020-06-04T00:00:00Z,80,80,0,408,408,0,0
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-06-05T00:00:00Z,37800,18000,19800,900,428,471,0
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-06-05T00:00:00Z,440000,400000,40000,10472,9520,952,0
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-06-05T00:00:00Z,540000,540000,0,12852,12852,0,0
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-06-05T00:00:00Z,300000,300000,0,7140,7140,0,0
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-06-05T00:00:00Z,3000,3000,0,71,71,0,0
SERV.INSTALACIÓN MAQUINARIA Y EQUIPOS,SERV_INSTALACIÓN_MAQUINARIA_Y_EQUIPOS,SERVICIO,B54808282,BIORSI MOBIL WC. S.L.,BIORSI_MOBIL_WC_SL,2020-06-05T00:00:00Z,314.12,314.12,0,314,314,0,21
MAMPARA,MAMPARA,SUMINISTRO,B73281198,FORTUNY COMUNIQUE S.L.,FORTUNY_COMUNIQUE_SL,2020-06-05T00:00:00Z,4,4,0,387,387,0,21
LAVADORA NO INDUSTRIAL DE USO DOMESTICO,LAVADORA_NO_INDUSTRIAL_DE_USO_DOMESTICO,SUMINISTRO,B73979031,"ELECTROVALLSAN, S.L.",ELECTROVALLSAN_SL,2020-06-05T00:00:00Z,1,1,0,340,340,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-06-05T00:00:00Z,400,400,0,332,332,0,0
Fiad/acc. intubación,Fiad/acc__intubación,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-06-08T00:00:00Z,20,20,0,73,73,0,10
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-06-08T00:00:00Z,750,750,0,412,412,0,0
Sondas urológicas,Sondas_urológicas,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-06-08T00:00:00Z,170,170,0,290,290,0,10
Sondas urológicas,Sondas_urológicas,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-06-08T00:00:00Z,190,190,0,324,324,0,0
Sondas urológicas,Sondas_urológicas,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-06-08T00:00:00Z,80,80,0,136,136,0,10
Sondas urológicas,Sondas_urológicas,SUMINISTRO,A03142114,"TELEFLEX MEDICAL, S.A.",TELEFLEX_MEDICAL_SA,2020-06-08T00:00:00Z,15,15,0,26,26,0,0
Tubos alargadores,Tubos_alargadores,SUMINISTRO,A08630063,"IBERHOSPITEX, S.A.",IBERHOSPITEX_SA,2020-06-08T00:00:00Z,2820,2820,0,2044,2044,0,21
Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-06-08T00:00:00Z,120,120,0,170,170,0,0
