Año,Mes,Descripcion Centro,Organismo,Numero Contrato,Numero Expediente,Descripcion Contrato,Tipo Contrato,Procedimiento Adjudicacion,Articulo,Apartado,Criterios Adjudicacion,Presupuesto Total(IVA Incluido),Importe Adjudicacion (IVA Incluido),Plazo,Fecha Adjudicacion,Nombre/Razon Social,NIF/CIF Adjudicatario,Fecha Formalizacion,Tiene acuerdo Marco,Tiene ingreso/coste cero,Adjudicado por precios unitarios
2020,Febrero,Empresas,Empresa Municipal De Transportes S.A.,202000205,EMT/2019/00148,"suministro y montaje de mobiliario para el centro de control del sistema de ayuda a la explotacion de emt madrid - lotes 1, 2 y 3",Suministro,Abierto,,,Pluralidad de criterios,314010.12,234698.26,6,2019-12-20T00:00:00Z,"Mobiliar, Sl",B78118106,2020-01-29T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000206,MDC/2019/00204,pr19-0410 co-produccion del espectaculo teatral juana y su exhibicion del 4 al 22 de diciembre de 2019 (t.espaol),Servicios,Negociado sin publicidad,168,a) apartado 2,,143860.34,143860.34,2.93,2019-09-20T00:00:00Z,"Losdedae, S.L.",B81987455,2019-09-24T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000207,MDC/2019/00272,"representacion de big bears cry too, los dias 13, 14 y 15 de marzo de 202 en la nave 11. sala fernando arrabal de naves matadero madrid.",Servicios,Negociado sin publicidad,168,a) apartado 2,,23000.0,23000.0,3.1,2019-11-12T00:00:00Z,Irene Wool,BE0547608253,2019-12-12T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,Distrito De Carabanchel,202000208,300/2019/00564,servicio de comedor para los socios de los centros municipales de mayores del distrito de carabanchel,Servicios,Abierto,,,Pluralidad de criterios,357650.0,357650.0,24,2019-03-12T00:00:00Z,"Alimentacion Industrial Reunida Alirsa, S.L.",B80622897,2019-12-30T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Empresa Mixta Club De Campo Villa De Madrid, S.A.",202000209,CCV/2019/00513,"servicio de vigilancia de la salud para los empleados del ccvm, sa",Servicios,Abierto,,,Pluralidad de criterios,29106.0,23256.0,24,2019-02-12T00:00:00Z,"Norprevencion, S.L.",B27222827,2019-12-20T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000210,MDC/2019/00189,pr19-0345 co-produccion y exhibicion la espuma de los dias en la sala margarita xirgu del teatro del 21 de noviembre al 22 de diciembre de 2019  (t.espaol),Servicios,Negociado sin publicidad,168,a) apartado 2,,97132.85,89131.31,2.6,2019-04-10T00:00:00Z,Maria Velasco Gonzalez,71284664M,2019-04-10T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000211,MDC/2019/00223,pr19-0435 co-produccion prostitucion y su exhibicion en la sala principal del teatro del 17 de enero al 23 de fecrero de 2020 (t.espaol),Servicios,Negociado sin publicidad,168,a) apartado 2,,249199.5,112772.0,3,2019-11-21T00:00:00Z,"Check-in Producciones, S.L.",B87751731,2019-11-22T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Empresa Mixta Club De Campo Villa De Madrid, S.A.",202000212,CCV/2019/00504,"seguro de responsabilidad civil de administradores y directivos del ccvm, sa",Servicios,Abierto,,,Pluralidad de criterios,5000.0,3065.41,12,2019-06-12T00:00:00Z,"Caja De Seguros Reunidos Compaias De Seguros Y Reaseguros, S.A.",A28013050,2019-12-29T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Empresa Mixta Club De Campo Villa De Madrid, S.A.",202000213,CCV/2019/00994,"servicio mantenimiento integral del arbolado del ccvm, sa",Servicios,Abierto,,,Pluralidad de criterios,387200.0,314950.78,24,2019-02-12T00:00:00Z,"Talher, S.A.",A08602815,2019-12-26T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Empresa Mixta Club De Campo Villa De Madrid, S.A.",202000214,CCV/2019/01184,"obras de adecuacion interior de los vestuarios del personal de mantenimiento de piscinas del cvm, sa",Obras,Abierto,,,Pluralidad de criterios,166723.9,166496.0,2.5,2019-12-23T00:00:00Z,"Luan 2007,sl",B85280469,2019-12-27T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000215,EVS/2019/00057,"servicios de elaboracion del proyecto basico, proyecto de ejecucion, direccion de obra y direccion de ejecucion de obra, coordinacion de seguridad y salud y trabajos complementarios del lote 1- caaveral 03",Servicios,Abierto,,,Pluralidad de criterios,924551.39,767377.65,31,2019-02-10T00:00:00Z,"Valerio Canals, Clara Moneo Y Mathias Schutte Mcga, Union Temporal De Empresas",U88477963,2019-08-11T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000216,EVS/2019/00057,"servicios de elaboracion del proyecto basico, proyecto de ejecucion, direccion de obra y direccion de ejecucion de obra, coordinacion de seguridad y salud y trabajos complementarios del lote 2- caaveral 04",Servicios,Abierto,,,Pluralidad de criterios,924551.39,816750.0,31,2019-02-10T00:00:00Z,"Araujo-dolado Arquitectos, Union Temporal De Empresas",U88478730,2019-08-11T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000217,EVS/2019/00057,"servicios de elaboracion del proyecto basico, proyecto de ejecucion, direccion de obra y direccion de ejecucion de obra, coordinacion de seguridad y salud y trabajos complementarios del lote 4- caaveral 06",Servicios,Abierto,,,Pluralidad de criterios,687719.18,550175.35,31,2019-02-10T00:00:00Z,"Junquera Arquitectos, S.L.P. Y Fernando Mania, Union Temporal De Empresas, Abreviadamente Ute Junquera-mania",U88482732,2019-08-11T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000218,EVS/2019/00057,"servicios de elaboracion del proyecto basico, proyecto de ejecucion, direccion de obra y direccion de ejecucion de obra, coordinacion de seguridad y salud y trabajos complementarios del lote 5- caaveral 07",Servicios,Abierto,,,Pluralidad de criterios,687719.18,660660.0,31,2019-02-10T00:00:00Z,"Herraiz-bergman-saenzmediopunto, Union Temporal De Empresas",U88477807,2019-08-11T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,Distrito De Carabanchel,202000219,300/2019/01427,suministro de productos quimicos para el tratamiento del agua de piscinas del centro deportivo municipal la mina.,Suministro,Abierto simplificado sumario,,,Un unico criterio,41378.37,41378.37,12,2020-01-23T00:00:00Z,"Hidrocloriberica,s.L",B84284512,2020-01-29T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,Distrito De Carabanchel,202000220,300/2019/01362,"contrato de servicios de consultoria tecnica integral en materia de autoproteccion, prevencion de riesgos laborales y coordinacion de actividades empresariales, en los equipamientos y recintos al aire libre competencia del distrito de carabanchel. ao 2020",Servicios,Abierto simplificado,,,Pluralidad de criterios,69792.8,69792.8,12,2020-01-29T00:00:00Z,"Abantis Consultoria Y Asesoria, S.L.",B84892306,2020-01-31T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,"Rea De Gobierno De Familias, Igualdad Y Bienestar Social",202000221,300/2019/00883,"contrato de servicios denominado traslado de mobiliario, documentacion, equipos informaticos, instrumentos musicales y demas enseres para necesidades del area de gobierno de familias, igualdad y bienestar social.",Servicios,Abierto simplificado,,,Pluralidad de criterios,78815.77,78815.77,17,2020-01-21T00:00:00Z,Ordax Coordinadora De Transportes Y  Mercancias S.L.,B80132145,2020-01-27T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Empresa Municipal De Servicios Funerarios Y Cementerios De Madrid, S.A.",202000222,SFC/2019/00036,"obras de construccion del jardin del recuerdo en el cementerio sur de madrid para la emsfycm, s.a.",Obras,Abierto simplificado,,,Pluralidad de criterios,602711.38,534243.37,3,2019-12-19T00:00:00Z,"Instalaciones Madrileas Secis, S.L.",B86075785,2020-10-01T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000223,300/2019/00287,servicio de  lavado de ropa plana y limpieza de prendas de uniformidad del cuerpo de policia municipal de madrid,Servicios,Abierto,,,Un unico criterio,65340.0,65340.0,36,2019-10-12T00:00:00Z,Tintorerias Frumar S.L.,B83828475,2019-12-23T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,Madrid Salud,202000224,300/2019/01144,suministro de reactivos para la deteccion de drogas de abuso en orina para el laboratorio de analisis clinicos de madrid salud,Suministro,Abierto,,,Pluralidad de criterios,129591.0,129591.0,36,2019-11-21T00:00:00Z,"Thermo Fisher Diagnostics, S.L.U.",B62014485,2019-12-26T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,Distrito De Carabanchel,202000225,300/2019/00128,"organizacion, dinamizacion y ejecucion de actividades socioculturales, artisticas y ludicas. lote 1",Servicios,Abierto,,,Pluralidad de criterios,199786.08,158829.93,12,2019-11-27T00:00:00Z,"Yeiyeba, S.L.",B81650137,2019-12-20T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000226,MDC/2019/00205,pr19-0409 co-produccion del espectaculo teatral ecos y exhibicion del 14 de noviembre al 1 de diciembre de 2019 (t.espaol),Servicios,Negociado sin publicidad,168,a) apartado 2,,92286.63,92286.63,1.73,2019-08-10T00:00:00Z,"Pincheforn Producciones, S.L.",B85508307,2019-09-10T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,Madrid Salud,202000227,300/2019/01106,"suministro de vacunas con destino al servicio de farmacia de madrid salud, para su dispensacion al centro de salud internacional (7 lotes). lote 7",Suministro,Abierto,,,Pluralidad de criterios,5148.0,5148.0,12,2019-11-18T00:00:00Z,"Pfizer, Sl",B28089225,2019-12-16T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,Madrid Salud,202000228,300/2019/01082,suministro de tubos de extraccion de sangre por vacio y material de extraccion con destino al laboratorio de analisis clinicos de madrid salud,Suministro,Abierto,,,Pluralidad de criterios,227789.76,227789.76,36,2019-11-25T00:00:00Z,Cajal S.A.,A28793685,2019-12-26T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,Madrid Salud,202000229,300/2019/01083,suministro para reactivos para tecnicas de serologia ii y biologia molecular para el laboratorio de analisis clinicos de madrid salud.,Suministro,Abierto,,,Pluralidad de criterios,447145.44,447145.44,36,2019-11-25T00:00:00Z,Roche Diagnostics; S.L.,B61503355,2019-12-26T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,"Rea De Gobierno De Cultura, Turismo Y Deporte",202000230,300/2019/00693,proyecto de ejecucion de obras de consolidacion estructural de la nave 15 del antiguo matadero municipal de arganzuela (madrid).,Obras,Abierto simplificado,,,Pluralidad de criterios,944505.65,671543.51,6,2019-04-12T00:00:00Z,"Ortiz Construcciones Y Proyectos, S.A.",A19001205,2019-12-13T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,Distrito De Latina,202000231,300/2019/01233,ludotecas infantiles en los centros culturales y socio-culturales del distrito de latina,Servicios,Abierto simplificado,,,Pluralidad de criterios,55861.5,55055.0,12,2019-12-18T00:00:00Z,"Ideotur, S.L.L.",B83109827,2019-12-30T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000232,MDC/2019/00274,pr19-0473 co-produccion espaolas franco ha muerto y su exhibicion en la sala margarita xirgu del teatro espaol del 26 de febrero al 15 de marzo 2020(t..espaol),Servicios,Negociado sin publicidad,168,a) apartado 2,,40078.25,40078.25,2.9,2019-12-13T00:00:00Z,"Lazona Teatro, S.L.",B87503058,2019-12-17T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,Madrid Salud,202000233,300/2019/00941,servicio de mensajeria de madrid salud,Servicios,Abierto,,,Pluralidad de criterios,230390.94,133677.24,36,2019-11-14T00:00:00Z,Lizardo Jose Villafranca Carnero .,02672059B,2019-12-17T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,Madrid Salud,202000234,300/2019/01006,suministro de especialidades farmaceuticas con destino al servicio de farmacia de madrid salud para su dispensacion a los centros del organismo autonomo madrid salud (aos 2020 y 2021),Suministro,Abierto,,,Pluralidad de criterios,180008.3,180008.3,24,2019-11-29T00:00:00Z,Omfe S.A.,A79144317,2019-12-27T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000235,EVS/2020/00002,"servicios de arqueologia y paleontologia para las promociones denominadas caaveral 01, caaveral 02, (parcelas m5a y m5b) del uzp. 2.01 desarrollo del este-el caaveral en el distrito de vicalvaro e ingenieros 01 (parcela 6.2) del ape 17.02 parque central de ingenieros en el distrito de villaverde",Servicios,Negociado sin publicidad,168,a) apartado 1,,30237.9,21780.96,12,2019-12-23T00:00:00Z,"Gea Arqueologos, S.L.",B85211373,2020-08-01T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000236,EVS/2020/00003,"servicios de ingenieria y asistencia tecnica para el proceso de revision, puesta en marcha y explotacion del district heating (dh) y de la recogida neumatica de residuos domesticos (rnrd)",Servicios,Abierto,,,Pluralidad de criterios,136070.55,126545.61,17,2019-12-13T00:00:00Z,Ute Aseguranza-euroiberia,U88539606,2020-10-01T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,Madrid Salud,202000237,300/2019/01011,programa  de intervencion y mediacion intercultural dirigido a personas con adicciones de origen extranjero,Servicios,Abierto,,,Pluralidad de criterios,744772.78,721014.54,36,2019-11-28T00:00:00Z,"Arquisocial, S.L.",B22183370,2019-12-27T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,Madrid Salud,202000238,300/2019/01031,"servicio de higienizacion, desinfeccion y limpieza de las instalaciones y el mantenimiento de las zonas verdes y ajardinadas del centro de proteccion animal  (cpa) de madrid salud",Servicios,Abierto,,,Pluralidad de criterios,584361.09,513185.91,24,2019-11-28T00:00:00Z,"Ascan Servicios Urbanos, S.L.",B39866199,2019-12-27T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,Madrid Salud,202000239,300/2019/01183,"servicio de mantenimiento preventivo y correctivo, para 2020-2021, de 10 ecografos:  9 marca famio modelo ssa-530a/e2-e4 instalados en diversos centros municipales de salud comunitaria y 1 marca nemio modelo ssa-580a/e7 instalado en la seccion de salud laboral de la mujer",Servicios,Negociado sin publicidad,168,a) apartado 2,,56567.46,56567.46,24,2019-11-18T00:00:00Z,Toshiba Medical Systems Sa,A28206712,2019-12-17T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000240,EVS/2020/00005,"servicios de mantenimiento integral de aparatos elevadores de edificios propiedad de la empresa municipal de la vivienda y suelo de madrid, s.a. y suministro de piezas y materiales a sustituir en los aparatos elevadores de edificios propiedad de la empresa municipal de la vivienda y suelo de madrid, s.a.",Servicios,Abierto,,,Pluralidad de criterios,544500.0,438367.08,24,2019-12-26T00:00:00Z,"Fain Ascensores, S A.",A28303485,2020-01-23T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,Madrid Salud,202000241,300/2019/01026,suministro de diferentes especialidades farmaceuticas para el servicio de farmacia de  madrid salud con destino a samur- proteccion civil (3 lotes). lote 1,Suministro,Abierto,,,Pluralidad de criterios,72699.56,72699.56,12,2019-11-29T00:00:00Z,Omfe S.A.,A79144317,2019-12-30T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,Madrid Salud,202000242,300/2019/01026,suministro de diferentes especialidades farmaceuticas para el servicio de farmacia de  madrid salud con destino a samur- proteccion civil (3 lotes) . lote 2,Suministro,Abierto,,,Pluralidad de criterios,19996.85,19996.85,12,2019-11-29T00:00:00Z,Fresenius Kabi Espaa S.A.,A08130502,2019-12-30T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000243,MDC/2019/00250,"suministro, incluido su transporte, montaje, mantenimiento, desmontaje, la verificacion de su correcto funcionamiento por personal tecnico especifico, asi como su explotacion, de una pista de hielo natural ecologica y sostenible a instalar en la plaza del matadero de madrid con motivo de la celebracion de las fiestas de navidad 2019-2020",Servicios,Abierto simplificado,,,Pluralidad de criterios,113740.0,108322.83,1.13,2019-02-12T00:00:00Z,"Atlantida Proyectos De Ocio, S.L.U.",B12733465,2019-02-12T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Empresa Mixta Club De Campo Villa De Madrid, S.A.",202000244,CCV/2019/01182,"proyecto constructivo y direccion facultativa de las obras de remodelacion del recorrido ballesteros de golf del ccvm, sa",Servicios,Abierto,,,Pluralidad de criterios,217800.0,163132.2,27,2019-12-17T00:00:00Z,"Target, Ingenieros Y Asociados",A79776274,2019-12-20T00:00:00Z,false,false,false
2020,Febrero,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000245,EVS/2020/00004,suministro del modulo cost it,Suministro,Abierto simplificado sumario,,,Un unico criterio,2178.0,2110.72,24,2019-12-26T00:00:00Z,"Dispal Astur, S.A.",A33204306,2020-03-01T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,Rea De Gobierno De Medio Ambiente Y Movilidad,202000246,300/2019/01131,"suministro, diseo y elaboracion  de adhesivos tarifarios y folletos tarifarios en braille y diseo de tripticos y carteles del servicio de taxi",Suministro,Abierto,,,Un unico criterio,136277.9,136277.9,60,2019-12-23T00:00:00Z,"Advantia Comunicacion Grafica, S. A.",A28666832,2020-01-28T00:00:00Z,false,false,false
2020,Febrero,Ayuntamiento De Madrid,Rea De Gobierno De Medio Ambiente Y Movilidad,202000247,300/2018/01098,proyecto de construccion de la cua verde de o donnell fase v,Obras,Abierto,,,Pluralidad de criterios,6577927.6,4198033.39,10,2019-11-29T00:00:00Z,Ute Cua Verde 2019 Fcc  Industrial E Infraestruct. Energeticas Sau Y Mantenim. De Infraestructura Sa,U88496054,2020-01-14T00:00:00Z,false,false,false
