Ao;Mes;Descripcin Centro;Organismo;Nmero Contrato;Nmero Expediente;Descripcin Contrato;Tipo Contrato;Procedimiento Adjudicacin;Artculo;Apartado;Criterios Adjudicacin;Presupuesto Total(IVA Incluido);Importe Adjudicacin (IVA Incluido);Plazo;Fecha Adjudicacin;Nombre/Razn Social;NIF/CIF Adjudicatario;Fecha Formalizacin;Acuerdo Marco;Ingreso/Coste Cero;Observaciones;;;;;;;;
2020;Mayo;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000553;300/2019/00604;IFS 2019: REPLANTACION EXTRAORDINARIA DEL ARBOLADO VIARIO EN LOS DISTRITOS DE CIUDAD LINEAL, HORTALEZA, SAN BLAS-CANILLEJAS Y BARAJAS (2 LOTES). LOTE 2;Obras;Abierto simplificado;;;Pluralidad de criterios;785085.64;500099.56;8;10/03/2020;EL EJIDILLO VIVEROS INTEGRALES, S.L.;B40011934;24/04/2020; ;;;;;;;;;;
2020;Mayo;EMPRESAS;EMPRESA MIXTA CLUB DE CAMPO VILLA DE MADRID, S.A.;202000554;CCV/2020/00810;SERVICIO DE MANTENIMIENTO DE LOS BUNKERS Y DESBROZADO DE ZONAS VERDES PUNTUALES EN EL CAMPO DE GOLF. TRAMITACION URGENTE.;Servicios;Abierto;;;Pluralidad de criterios;242000.00;195716.36;10;21/02/2020;TERRA VERDE, SERVICIOS INTEGRALES DE JARDINERIA Y MEDIO AMBIENTE S.L.;B47464557;02/03/2020; ;;;;;;;;;;
2020;Mayo;AYUNTAMIENTO DE MADRID;DISTRITO DE MONCLOA-ARAVACA;202000555;109/2020/01679;109/2020/01679 GARANTIZAR LA ALIMENTACION BASICA CONSISTENTE EN EL SUMINISTRO BASICO DIARIO SE HACE PRECISO LA CONTRATACION DEL SERVICIO DE MANUTENCION PARA AQUELLAS PERSONAS Y FAMILIAS QUE SE HALLAN EN SITUACION O RIESGO DE EXCLUSION SOCIAL Y QUE COMO CONSECUENCIA DE LA ADOPCION DE LAS MEDIDAS EXTRAORDINARIAS DE CONTENCION DEL COVID-19 SE VAN A VER IMPEDIDOS DE SU SUMINISTRO. TRAMITACION EMERGENCIA.;Servicios;Tramitacin Emergencia;;;;34550.00;34550.00;4;31/03/2020;CENTROS COMERCIALES CARREFOUR, S.A. LOS ANGELES;A28425270;20/05/2020; ;;;;;;;;;;
2020;Mayo;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000556;300/2019/00782;LIMPIEZA DEL EDIFICIO SITO  EN LA CALLE ALBARRACIN 33;Servicios;Abierto;;;Pluralidad de criterios;657838.04;520300.00;36;28/02/2020;BALYMA SERVICIOS INTEGRALES S.L.;B86752110;20/04/2020; ;;;;;;;;;;
2020;Mayo;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000557;300/2019/01668;I.F.S. PARA LA ADQUISICION DE DIVERSO MATERIAL DE NRBQ (NUCLEAR, RADIOLOGICO, BACTERIOLOGICO Y QUIMICO) PARA EL SERVICIO SAMUR-PROTECCION CIVIL DEL AYUNTAMIENTO DE MADRID.;Suministro;Abierto;;;Un unico criterio;30731.97;30731.97;3;24/03/2020;DRAGER SAFETY HISPANIA, S.A.;A83140012;25/05/2020; ;;;;;;;;;;
2020;Mayo;AYUNTAMIENTO DE MADRID;DISTRITO DE VILLAVERDE;202000558;300/2019/01038;SUMINISTRO MEDIANTE ARRENDAMIENTO DEL EQUIPAMIENTO DEPORTIVO CARDIOVASCULAR Y DE MUSCULACION PARA LOS CENTROS DEPORTIVOS MUNICIPALES (FELIX RUBIO, RAUL GONZALEZ Y SAN CRISTOBAL);Suministro;Abierto;;;Un unico criterio;442635.98;185424.45;48;19/02/2020;"SALTER SPORT; S.A.";A58112590;07/04/2020; ;;;;;;;;;;
2020;Mayo;AYUNTAMIENTO DE MADRID;DISTRITO DE FUENCARRAL - EL PARDO;202000559;300/2019/00003;ORGANIZACION, PLANIFICACION Y DESARROLLO DE LAS ACTIVIDADES CULTURALES Y ARTISTICAS QUE SE PROGRAMEN POR EL DISTRITO DE FUENCARRAL-EL PARDO EN SUS SIETE CENTROS CULTURALES Y SOCIO-CULTURALES, EN SIETE LOTES. LOTE 4;Servicios;Abierto;;;Pluralidad de criterios;40233.60;19753.25;6.6;26/12/2019;MERINO Y MERINO PRODUCCIONES, S.L.;B81590606;27/01/2020; ;;;;;;;;;;
2020;Mayo;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000560;MDC/2020/00042;SUMINISTRO EN REGIMEN DE ADQUISICION, DE EQUIPOS INFORMATICOS DE ALTO RENDIMIENTO PARA EDICION Y POSTPRODUCCION DE VIDEO PROFESIONAL PARA MADRID DESTINO;Suministro;Abierto simplificado;;;Pluralidad de criterios;50820.00;50585.04;24;10/02/2020;ASSECO SPAIN SA;A79986006;20/02/2020; ;;;;;;;;;;
2020;Mayo;AYUNTAMIENTO DE MADRID;DISTRITO DE RETIRO;202000561;300/2019/00661;PROYECTO DE HABILIDADES SOCIALES E INSERCION SOCIOLABORAL EN EL DISTRITO DE RETIRO;Servicios;Abierto;;;Pluralidad de criterios;169791.98;148419.56;26;17/02/2020;ASOCIACION DE EDUCADORES LAS ALAMEDILLAS;G81113573;18/05/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;DISTRITO DE USERA;202000562;113/2020/01170;CONTRATACION DE EMERGENCIA PARA PROPORCIONAR MANUTENCION CONSISTENTE EN LA PREPARACION Y ENVIO A DOMICILIO DE CESTAS DE COMPRA PARA FAMILIAS EN SITUACION DE VULNERABILIDAD COMO CONSECUENCIA DE LAS MEDIDAS EXTRAORDINARIAS ADOPTADAS TENDENTES A LA CONTENCION DEL COVID-19. CONTRATO DE EMERGENCIA;Servicios;Tramitacin Emergencia;;;;137500.00;137500.00;1;08/05/2020;EL CORTE INGLES S A;A28017895;18/05/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;DISTRITO DE CARABANCHEL;202000563;300/2019/00585;"PLAN DE ACTIVIDADES MUNICIPALES EN CENTROS EDUCATIVOS DEL DISTRITO; (DIVIDIDO EN 2 LOTES). LOTE 1";Servicios;Abierto;;;Pluralidad de criterios;360634.14;357010.00;12;18/02/2020;G.E.ESCUELAS URBANAS,S.L.;B81468811;21/05/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;DISTRITO DE CARABANCHEL;202000564;300/2019/00585;"PLAN DE ACTIVIDADES MUNICIPALES EN CENTROS EDUCATIVOS DEL DISTRITO; (DIVIDIDO EN 2 LOTES). LOTE 2";Servicios;Abierto;;;Pluralidad de criterios;88125.24;85900.00;12;18/02/2020;PROACTIVA FORMACION, S.L.;B82352410;21/05/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;TRIBUNAL ECON͉CO-ADMINISTRATIVO;202000565;300/2019/01615;LIMPIEZA DEL EDIFICIO DE LA CALLE MAYOR, NUM. 83, SEDE DEL TRIBUNAL ECONOMICO-ADMINISTRATIVO MUNICIPAL DE MADRID;Servicios;Abierto simplificado;;;Pluralidad de criterios;74429.48;70708.00;12;30/04/2020;AQULARRE LIMPIEZAS S L;B83287805;08/05/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000566;300/2019/01108;IFS 2019 PARQUE ISABEL CLARA EUGENIA Y CREACION DE AREA CANINA EN PARQUE ALFREDO KRAUS. PEP: 2019/003822;Obras;Abierto simplificado;;;Pluralidad de criterios;566709.21;391409.77;5;10/03/2020;PAISAJES SOSTENIBLES S.L.;B85240646;27/04/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;REA DELEGADA DE DEPORTE;202000567;300/2019/01064;SUMINISTRO DE APARCABICICLETAS EN INSTALACIONES DEPORTIVAS MUNICIPALES.;Suministro;Abierto simplificado;;;Un unico criterio;99826.25;99800.22;6;02/04/2020;FORJAS ESTILO ESPAOL, S.A.;A79295291;21/05/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;DISTRITO DE HORTALEZA;202000568;300/2019/00450;PROGRAMA DE VISITAS EDUCATIVAS 2020 DEL DISTRITO DE HORTALEZA;Servicios;Abierto simplificado;;;Pluralidad de criterios;22052.01;21367.50;0.93;13/02/2020;J C MADRID DEPORTE Y CULTURA S.L.;B80345721;19/02/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;DISTRITO DE CENTRO;202000569;101/2020/02445;CONTRATO DE SUMINISTRO DE EQUIPOS DE PROTECCION COLECTIVA A LOS TRABAJADORES MUNICIPALES DEL DISTRITO CENTRO, COMO CONSECUENCIA DE LAS MEDIDAS EXTRAORDINARIAS ADOPTADAS TENDENTES A LA CONTENCION DEL COVID-19;Suministro;Tramitacin Emergencia;;;;17986.90;17986.90;0.5;22/05/2020;STAG, S.A.;A28907905;29/05/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;DISTRITO DE HORTALEZA;202000570;300/2018/02231;CONTRATO DE SERVICIOS DENOMINADO SERVICIO DE LIMPIEZA DE LOS EDIFICIOS Y EQUIPAMIENTOS ADSCRITOS AL DISTRITO DE HORTALEZA, DIVIDIDO EN DOS LOTES (RESERVANDOSE EL LOTE 2 A EMPRESAS DE INSERCION LABORAL DA 4 LCSP). LOTE 1;Servicios;Abierto;;;Pluralidad de criterios;1509512.19;1171682.86;12;26/02/2020;FERROVIAL SERVICIOS, S.A.;A80241789;27/03/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;DISTRITO DE VILLA DE VALLECAS;202000571;300/2019/01181;SERVICIOS PARA LA VIGILANCIA Y SEGURIDAD DE LOS EDIFICIOS DEPENDIENTES DEL DISTRITO VILLA DE VALLECAS. ;Servicios;Abierto;;;Pluralidad de criterios;911507.20;904838.00;24;24/02/2020;SERVISE, S.A.;A78493137;01/04/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000572;MDC/2020/00035;SERVICIO DE DESINFECCION PREVENTIVA Y DESINFECCION DE CHOQUE FRENTE AL CORONAVIRUS COVID-19 EN LOS PUESTOS DE CONTROL-SEGURIDAD DE VARIOS EDIFICIOS Y CENTROS DE MADRID DESTINO.;Servicios;Tramitacin Emergencia;;;;60500.00;60500.00;3;24/03/2020;APLICACIONES SANITARIA, APLISA, S.L.;B80281314;24/03/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000573;MDC/2020/00044;SERVICIO DE MANTENIMIENTO ANUAL TODO RIESGO, DE DETERMINADOS SISTEMAS DE SEGURIDAD INSTALADOS EN EL PALACIO DE CIBELES DE MADRID ;Servicios;Negociado sin publicidad;168;a) apartado 2;;38625.20;38625.20;8.9;30/03/2020;PROSELEC SEGURIDAD, S. A.;A78623048;03/04/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;DISTRITO DE LATINA;202000574;110/2020/01840;CONTRATO DE EMERGENCIA DE SERVICIO DE PREPARACION Y ENVIO A DOMICILIO DE CESTAS DE COMPRA PARA FAMILIAS EN SITUACION DE VULNERABILIDAD COMO CONSECUENCIA DE LAS MEDIDAS EXTRAORDINARIAS ADOPTADAS TENDENTES A LA CONTENCION DEL COVID-19.;Servicios;Tramitacin Emergencia;;;;456250.00;456250.00;3;20/04/2020;CENTROS COMERCIALES CARREFOUR, S.A. LOS ANGELES;A28425270;13/05/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;DISTRITO DE LATINA;202000575;110/2020/01871;CONTRATACION DE EMERGENCIA DE SUMINISTRO Y PUESTA A DISPOSICION DE MENAJE DESECHABLE PARA EL REPARTO DE COMIDAS SOCIALES ELABORADAS POR EL SERVICIO DE COCINAS DEL DISTRITO DE LATINA PARA ATENCION DIRECTA A PERSONAS Y FAMILIAS EN SITUACION O RIESGO DE EXCLUSION COMO CONSECUENCIA DEL IMPACTO ECONOMICO DE LAS MEDIDAS EXTRAORDINARIAS ADOPTADAS TENDENTES A LA CONTENCION DEL COVID-19;Servicios;Tramitacin Emergencia;;;;25000.00;25000.00;3;11/05/2020;KOOAL SERVICIOS ALIMENTACION, S.L.;B79521456;22/05/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;REA DELEGADA DE INTERNACIONALIZACION Y COOPERACIλ202000576;202000576;300/2019/00646;CONTRATO DE SERVICIOS PARA LA JUSTIFICACION TECNICA Y ECONOMICA DE SUBVENCIONES A PROYECTOS DE COOPERACION INTERNACIONAL PARA EL DESARROLLO,  EDUCACION PARA UNA CIUDADANIA GLOBAL, ACCION HUMANITARIA Y COOPERACION INTEGRAL A JUSTIFICAR EN EL AO 2019.;Servicios;Abierto;;;Pluralidad de criterios;37787.09;23897.50;7.00;10/03/2020;COOPERACION GESTION Y DESARROLLO SL .;B84947795;17/05/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;AGENCIA TRIBUTARIA MADRID;202000577;300/2019/01494;SERVICIO DE INFORMACION Y ORIENTACION TECNICA DE APOYO PARA LA REALIZACION DE LA DECLARACION DE LA RENTA DE LAS PERSONAS FISICAS EJERCICIO FISCAL 2019;Servicios;Abierto;;;Pluralidad de criterios;167046.55;164540.86;2.56;24/02/2020;SERVINFORM, S.A.;A41050980;04/05/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;EMPRESA MIXTA CLUB DE CAMPO VILLA DE MADRID, S.A.;202000578;CCV/2020/00712;SUMINISTRO E INSTALACION DE EQUIPOS DE COCINA EN VARIOS ESPACIOS DE RESTAURACION DEL CCVM, SA;Suministro;Abierto;;;Un unico criterio;341394.62;182134.04;2.5;06/03/2020;HIPERHOSTEL MAQUINARIA PARA HOSTELE RIA S L;B37360229;16/03/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;DISTRITO DE CENTRO;202000579;101/2020/02352;CONTRATO DE SUMINISTRO, TRANSPORTE E INSTALACION DE PANELES PROTECTORES COMO CONSECUENCIA DE LAS MEDIDAS EXTRAORDINARIAS TENDENTES A LA CONTENCION DEL COVID-19. TRAMITACION DE EMERGENCIA;Suministro;Tramitacin Emergencia;;;;2468.40;2468.40;0.33;14/05/2020;MOBILIAR, SL;B78118106;03/06/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS DE MADRID, S.A.;202000580;SFC/2019/00016;SUMINISTRO DE MATERIAL DE FARMACIA Y VACUNAS PARA LA EMSFYCM, S.A.;Suministro;Abierto simplificado sumario;;;Un unico criterio;14236.45;14236.45;12;18/02/2020;OMFE S.A.;A79144317;11/03/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;DISTRITO DE VILLAVERDE;202000581;300/2019/00851;CONTRATO DE SERVICIOS QUE CONLLEVA PRESTACIONES DIRECTAS A FAVOR DE LA CIUDADANIA PARA LA ORGANIZACION DE UN PROGRAMA DE APOYO A LA INTERVENCION FAMILIAR EN EL DISTRITO DE VILLAVERDE. LOTE 2;Servicios;Abierto;;;Pluralidad de criterios;537732.96;472618.08;24;03/04/2020;SERVICIOS PROFESIONALES SOCIALES, S.A.;A80887011;30/04/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS DE MADRID, S.A.;202000582;SFC/2019/00032;LOTE 2 - SUMINISTRO DE COMPUESTO BACTERIOLOGICO ENZIMATICO;Suministro;Abierto;;;Pluralidad de criterios;32089.20;32089.20;12;03/03/2020;RAMON CHAO, S.L.;B46263745;16/03/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;DISTRITO DE VILLAVERDE;202000583;300/2019/00940;PROGRAMA DE CONVIVENCIA SOCIAL DEL DISTRITO DE VILLAVERDE QUE CONLLEVA PRESTACIONES DIRECTAS A FAVOR DE LA CIUDADANIA;Servicios;Abierto;;;Pluralidad de criterios;599819.90;540666.82;24;27/03/2020;PROVIVIENDA;G79408696;30/04/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000584;MDC/2020/00041;OBRAS DE REHABILITACION INTEGRAL DEL PABELLON DE CONVENCIONES DEL RECINTO FERIAL DE LA CASA DE CAMPO - FASE II;Obras;Abierto simplificado;;;Pluralidad de criterios;991735.54;869752.07;9;06/03/2020;UTE PAB. CONVENCIONES (COTODISA - FDZ.MOLINA);U88610233;27/04/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;DISTRITO DE RETIRO;202000585;103/2020/01319;PROPORCIONAR MANUTENCION CONSISTENTE EN CESTAS DE COMPRA CON PRODUCTOS DE PRIMERA NECESIDAD PARA UNIDADES DE CONVIVENCIA EN SITUACION DE VULNERABILIDAD COMO CONSECUENCIA DEL COVID 19;Suministro;Tramitacin Emergencia;;;;150000.00;150000.00;1;08/05/2020;SUPERMERCADOS HIBER, SA;A28571750;19/05/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS DE MADRID, S.A.;202000586;SFC/2019/00048;SUMINISTRO DE MOBILIARIO, SILLAS DE OFICINA Y EQUIPAMIENTO EN GENERAL PARA LOS CENTROS DE TRABAJO DE LA EMSFYCM, S.A.;Suministro;Abierto simplificado;;;Un unico criterio;33207.81;33207.81;12;27/02/2020;OFICACERES, S.L.;B10065837;16/03/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS DE MADRID, S.A.;202000587;SFC/2019/00032;SUMINISTRO DE FUNDAS DE RECOGIDA BIODEGRADABLE (SUDARIOS). LOTE 1.;Suministro;Abierto;;;Pluralidad de criterios;50578.00;50578.00;12;03/03/2020;HYGECO ESPAA, S.A.;A59892414;16/03/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS DE MADRID, S.A.;202000588;SFC/2019/00032;LOTE 3 - SUMINISTRO DE PRODUCTO DESODORIZANTE/HIGIENIZANTE;Suministro;Abierto;;;Pluralidad de criterios;1782.94;1782.94;12;03/03/2020;RAMON CHAO, S.L.;B46263745;16/03/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS DE MADRID, S.A.;202000589;SFC/2019/00061;MANTENIMIENTO DE LOS SISTEMAS DE CONTROL, MEDIANTE ACCIONES PREVENTIVAS Y CORRECTIVAS, DE LOS EQUIPOS E INSTALACIONES DE CLIMATIZACION DEL TANATORIO SUR DE MADRID DE LA EMSFYCM, S.A.;Servicios;Negociado sin publicidad;168;a) apartado 2;;46090.29;44917.06;24;18/03/2020;SIEMENS, S.A.;A28006377;01/04/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000590;300/2019/00599;IFS 2019 REMODELACION DE LA PLAZA DE NUEVA ORLEANS. DISTRITO DE CIUDAD LINEAL;Obras;Abierto simplificado;;;Pluralidad de criterios;834998.62;572308.05;5;10/03/2020;ACCIONA MEDIO AMBIENTE, S.A.U.;A46609541;27/04/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;EMPRESA MIXTA CLUB DE CAMPO VILLA DE MADRID, S.A.;202000591;CCV/2020/00725;SUMINISTRO DE SEMILLAS NECESARIAS PARA EL CCVM, SA;Suministro;Abierto;;;Pluralidad de criterios;124520.00;99304.70;24;11/03/2020;SEMILLAS DALMAU S.L.;A96672571;01/04/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000592;EMT/2020/00022;SERVICIO DE DESINFECCION DE LA FLOTA DE AUBUSES DE LA EMT DE MADRID (EMERGENCIA) - LOTE 1;Servicios;Tramitacin Emergencia;;;;29169.71;29169.71;0.56;11/03/2020;RADES D.D.D., S.L.;B80873227;27/04/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000593;EMT/2020/00022;SERVICIO DE DESINFECCION DE LA FLOTA DE AUBUSES DE LA EMT DE MADRID (EMERGENCIA) - LOTE 2;Servicios;Tramitacin Emergencia;;;;20338.89;20338.89;0.56;11/03/2020;SERVICIOS COMUNITARIOS S.A.;A28410207;03/05/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000594;EMT/2020/00022;SERVICIO DE DESINFECCION DE LA FLOTA DE AUBUSES DE LA EMT DE MADRID (EMERGENCIA) - LOTE 3;Servicios;Tramitacin Emergencia;;;;51378.58;51378.58;0.56;11/03/2020;PREVENCION Y CONTROL DE PLAGAS, S.L.;B79950242;03/05/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;DISTRITO DE CENTRO;202000595;101/2020/01928;CONTRATO DE PRESTACION DEL SERVICIO DE ELABORACION Y ENTREGA A DOMICILIO DE COMIDAS PARA PERSONAS VULNERABLES COMO CONSECUENCIA DE LAS MEDIDAS EXTRAORDINARIAS ADOPTADAS PARA LA CONTENCION DEL COVID-19. TRAMITACION DE EMERGENCIA;Servicios;Tramitacin Emergencia;;;;202515.50;202515.50;3.1;17/03/2020;"COMEDORES BEDMAR; SL.";B80232572;05/06/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000596;300/2019/00582;IFS 2019 REHABILITACION INTEGRAL DEL PARQUE CUA VERDE DE LATINA (FASE I);Obras;Abierto simplificado;;;Pluralidad de criterios;779353.72;507857.74;6;09/03/2020;VALORIZA SERVICIOS MEDIOAMBIENTALES, S. A.;A28760692;27/04/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000597;EMT/2020/00024;SUMINISTRO DE LIQUIDO DESINFECTANTE CON EFICACIA CONTRA EL CORONAVIRUS (EMERGENCIA);Suministro;Tramitacin Emergencia;;;;5196.95;5196.95;0.33;13/03/2020;ALCANER 2000, S.L.U.;B81952913;27/04/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;EMPRESA MUNICIPAL DE TRANSPORTES S.A.;202000598;EMT/2020/00026;SUMINISTRO DE GEL HIDROALCOHOLICO PARA DESINFECCION DE MANOS (EMERGENCIA);Suministro;Tramitacin Emergencia;;;;2910.17;2910.17;0.33;13/03/2020;ALCANER 2000, S.L.U.;B81952913;27/04/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS DE MADRID, S.A.;202000599;SFC/2019/00062;SUMINISTRO DE TAPAS DE POLIESTIRENO PARA NICHOS Y COLUMBARIOS, ASI COMO LA FABRICACION DE LOS MOLDES DE DICHAS TAPAS PARA LA EMSFYCM, S.A.;Suministro;Abierto;;;Pluralidad de criterios;122368.26;122368.26;12;23/04/2020;PLASTY, S.A.;A28184091;19/05/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;202000600;MDC/2020/00009;CONTRATACION DE LA POLIZA DE RESPONSABILIDAD CIVIL GENERAL DE MADRID DESTINO;Servicios;Abierto simplificado;;;Pluralidad de criterios;100000.00;70018.00;11.5;19/12/2019;SEGURCAIXA ADESLAS, S.A.;A28011864;15/01/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000601;300/2019/00877;SUMINISTRO DE CAMISAS DE OFICINA PARA LA JEFATURA DEL CUERPO DE BOMBEROS DEL AYUNTAMIENTO DE MADRID.;Suministro;Abierto simplificado;;;Un unico criterio;49247.00;49247.00;2.5;22/04/2020;ALFREDO GRASSI SPA;182620120;29/05/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000602;300/2019/01622;CONTRATO DE SERVICIOS DE REALIZACION DE REPORTAJES FOTOGRAFICOS Y AUDIOVISUALES EN EL AMBITO DE LA POLITICA INFORMATIVA DEL AYUNTAMIENTO DE MADRID Y PROMOVIDOS POR LA DIRECCION GENERAL DE COMUNICACION.;Servicios;Abierto;;;Pluralidad de criterios;154613.07;92767.84;12;28/04/2020;IPRO ORGANIZACION SL .;B91890582;03/06/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000603;300/2019/01179;I.F.S. PARA EL SUMINISTRO DE 40 MALETAS DE APERTURA DE PUERTAS PARA LA JEFATURA DEL CUERPO DE BOMBEROS;Suministro;Abierto;;;Un unico criterio;160798.35;160798.35;3;16/03/2020;VICUA HERRAMIENTAS TECNICAS, S.L.;B50526789;04/06/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;COORDINACIΠGENERAL DE LA ALCALDIA;202000604;300/2019/01347;SERVICIO DE LIMPIEZA DE LOS EDIFICIOS, ESPACIOS E INSTALACIONES GESTIONADOS POR LA SECRETARIA GENERAL TECNICA DE LA COORDINACION GENERAL DE LA ALCALDIA;Servicios;Abierto;;;Pluralidad de criterios;794620.88;735438.00;24;27/02/2020;LIMPIEZAS CRESPO, S.A.;A28396604;07/04/2020; ;;;;;;;;;;
2020;Junio;AYUNTAMIENTO DE MADRID;REA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;202000605;300/2019/00850;CONTRATO DE SERVICIOS PARA EL DESARROLLO DEL PROYECTO TRANSVERSAL MADRID VIOLENCIA CERO.;Servicios;Abierto;;;Pluralidad de criterios;334666.45;290155.81;24;20/03/2020;ENRED CONSULTORIA S.L.;B81143075;19/05/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000606;EVS/2020/00007;OBRAS PARA LA PREPARACION DE LA PARCELA DE CALLE ISLAS  NUM 37-39 DEL DISTRITO DE VILLAVERDE;Obras;Abierto simplificado sumario;;;Pluralidad de criterios;96689.32;83130.28;2.5;10/02/2020;HARADO DE CONSTRUCCIONES Y ASISTENCIA TECNICA, S.L.;B85124485;03/03/2020; ;;;;;;;;;;
2020;Junio;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000607;EVS/2020/00012;SERVICIOS DE COORDINACION DE SEGURIDAD Y SALUD EN LAS OBRAS DE PREPARACION DEL SOLAR SITUADO EN LA C/ ISLAS  NUM 37 Y 39;Servicios;Abierto simplificado sumario;;;Pluralidad de criterios;3630.00;1966.25;2.5;16/03/2020;INTERRA INGENIERIA DEL TERRITORIO S.L.U.;B85584787;25/03/2020; ;;;;;;;;;;
