contract-number,award-date,expiry-date,gsin,gsin-description_en,supplier-legal-name,supplier-address-city,wikiCity-Supplier,supplier-address-prov-state,supplier-address-postal-code,supplier-address-country,organization-employee-count_en,total-contract-value,end-user-entity_en,wikiEndUserEntity,contracting-entity-office-name_en,contracting-address-city,wikiCity-EndUser,contracting-address-prov-state,contracting-address-postal-code,contracting-address-country
EZ899-180184-001-TPV,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,C119A,Architectual Services - Buildings,"Russell Chernoff, Rand Thompson",Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6E3C9,Canada,20 to 49 employees,795185.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,P&T SERVS PRJCT MGNT,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6Z0B9,Canada
EZ899-181564-001-TPV,2020-03-27T00:00:00Z,2021-03-31T00:00:00Z,C119A,Architectual Services - Buildings,Kasian Architecture Interior Design and Planning Ltd.,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6G2Z6,Canada,200 to 499 employees,935958.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,P&T SERVS PRJCT MGNT,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6Z0B9,Canada
EZ899-183198-001-TPV,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,C219C,Engineering Services,Wedler Engineering LLP,Courtenay,http://www.wikidata.org/entity/Q1017477,British Columbia,V9N3N6,Canada,20 to 49 employees,175016.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,P&T SERVS PRJCT MGNT,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6Z0B9,Canada
EZ899-190076-001-TPV,2020-03-27T00:00:00Z,2021-03-31T00:00:00Z,C119A,Architectual Services - Buildings,Kasian Architecture Interior Design and Planning Ltd.,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6G2Z6,Canada,200 to 499 employees,503276.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,P&T SERVS PRJCT MGNT,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6Z0B9,Canada
EZ899-190154-001-TPV,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,C219C,Engineering Services,ISL ENGINEERING AND LAND SERVICES LTD.,Langley,http://www.wikidata.org/entity/Q923243,British Columbia,V2Y0M1,Canada,200 to 499 employees,60123.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,P&T SERVS PRJCT MGNT,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6Z0B9,Canada
EZ899-191375-001-TPV,2020-03-31T00:00:00Z,2021-03-31T00:00:00Z,C119A,Architectual Services - Buildings,"Russell Chernoff, Rand Thompson",Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6E3C9,Canada,20 to 49 employees,462020.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,P&T SERVS PRJCT MGNT,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6Z0B9,Canada
EZ899-192670-001-TPV,2020-03-31T00:00:00Z,2020-03-31T00:00:00Z,C119A,Architectual Services - Buildings,"Russell Chernoff, Rand Thompson",Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6E3C9,Canada,20 to 49 employees,78990.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,P&T SERVS PRJCT MGNT,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6Z0B9,Canada
EZ899-192706-001-TPV,2020-03-30T00:00:00Z,2020-07-31T00:00:00Z,C119F,Engineering Services - Buildings,The AME Consulting Group Ltd.,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6C2X4,Canada,50 to 99 employees,47960.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,P&T SERVS PRJCT MGNT,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6Z0B9,Canada
EZ899-193114-001-TPV,2020-03-31T00:00:00Z,2020-03-31T00:00:00Z,C219C,Engineering Services,ISL ENGINEERING AND LAND SERVICES LTD.,Langley,http://www.wikidata.org/entity/Q923243,British Columbia,V2Y0M1,Canada,200 to 499 employees,21760.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,P&T SERVS PRJCT MGNT,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6Z0B9,Canada
EZ899-202833-001-TPV,2020-03-27T00:00:00Z,2021-12-31T00:00:00Z,C119A,Architectual Services - Buildings,Wood Environment & Infrastructure Solutions,Burnaby,http://www.wikidata.org/entity/Q244025,British Columbia,V5C0E4,Canada,5000 employees and over,32986.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,P&T SERVS PRJCT MGNT,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6Z0B9,Canada
EZ899-202859-001-TPV,2020-03-26T00:00:00Z,2021-08-31T00:00:00Z,C122A,"Architectural & Engineering Services - Highways, Roads, Railways,Bridges and Dams",SNC-Lavalin Inc,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6E0C5,Canada,200 to 499 employees,361312.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,P&T SERVS PRJCT MGNT,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6Z0B9,Canada
F1045-190165-001-VAN,2020-03-26T00:00:00Z,2020-03-31T00:00:00Z,N2330U,"Trailer, Travel",South Thompson Motors Ltd.,Kamloops,http://www.wikidata.org/entity/Q473209,British Columbia,V2C4A9,Canada,10 to 19 employees,43885.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,SCIENCE - FRASER RIVER STAD,Kamloops,http://www.wikidata.org/entity/Q473209,British Columbia,V2C6X6,Canada
F1700-190035-001-VAN,2020-03-27T00:00:00Z,2020-05-30T00:00:00Z,N6640,Laboratory Equipment and Supplies,Alliance Scientific Inc.,Surrey,http://www.wikidata.org/entity/Q390583,British Columbia,V3S5N4,Canada,5 to 9 employees,64307.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,REAL PROPERTY,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6C3S4,Canada
F2513-190990-001-KIN,2020-03-25T00:00:00Z,2022-03-31T00:00:00Z,N9150GFD,"LUBRICATING OIL, ENGINE, NAVAL, DIESEL, SEVERE CONDITIONS",West Pier Marine and Industrial Supply Incorporated,Port Colborne,http://www.wikidata.org/entity/Q424704,Ontario,L3K1B7,Canada,10 to 19 employees,150000.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,CCG CENTRAL&ARCTIC REGIONS,Prescott,http://www.wikidata.org/entity/Q2420628,Ontario,K0E1T0,Canada
F2930-180032-001-PWL,2020-03-27T00:00:00Z,2020-11-20T00:00:00Z,5133C,"Waterways, Harbours, Dams and Other Water Works",East Elgin Concrete Forming Limited,Tillsonburg,http://www.wikidata.org/entity/Q2415848,Ontario,N4G0A7,Canada,50 to 99 employees,1744405.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,RGNL DRCTR SCH CNTRL&ARCTC,Burlington,http://www.wikidata.org/entity/Q34218,Ontario,L7S1A1,Canada
F2934-190202-001-EE,2020-03-31T00:00:00Z,2020-10-31T00:00:00Z,N7030,ADP Software,ESRI Canada Limited,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M3C3R8,Canada,200 to 499 employees,41754.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,INFORMATICS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0E6,Canada
F2934-190392-001-EE,2020-03-27T00:00:00Z,2021-03-30T00:00:00Z,N7030,ADP Software,ESRI Canada Limited,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M3C3R8,Canada,200 to 499 employees,105084.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,INFORMATICS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0E6,Canada
F2934-190527-001-EE,2020-03-31T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,PCI GEOMATIQUE R&D INC-PCI GEOMATICS R & D INC,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,J8Y3Y7,Canada,50 to 99 employees,37813.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,INFORMATICS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0E6,Canada
F2934-190528-001-EE,2020-03-27T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,"TELEDYNE DIGITAL IMAGING, INC.",Fredericton,http://www.wikidata.org/entity/Q2138,New Brunswick,E3B2L4,Canada,1000 to 1499 employees,471218.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,INFORMATICS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0E6,Canada
F2934-190529-001-EE,2020-03-31T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,SCOTT M MOODY,"Middle Sackville, New Brunswick",http://www.wikidata.org/entity/Q6841576,Nova Scotia,B4E2W1,Canada,1 to 4 employees,36047.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,INFORMATICS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0E6,Canada
F2934-190548-001-EE,2020-03-27T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,"Accelerated Technology Laboratories, Inc.","West End, North Carolina",http://www.wikidata.org/entity/Q6298910,North Carolina,27376,United States of America,20 to 49 employees,11377.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,INFORMATICS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0E6,Canada
F2934-190652-001-EE,2020-03-25T00:00:00Z,2021-03-24T00:00:00Z,N7030,ADP Software,CANSEL SURVEY EQUIPMENT INC.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K1V7P1,Canada,200 to 499 employees,225406.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,INFORMATICS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0E6,Canada
F3766-170169-001-QCM,2020-03-30T00:00:00Z,2020-06-30T00:00:00Z,C111A,Architect-Engineer Services - Administration & Service Buildings,GROUPE CONSEIL LES MAITRES D'OEUVRE (1993) INC.,Chicoutimi,http://www.wikidata.org/entity/Q63242812,Quebec,G7H5B7,Canada,5 to 9 employees,132320.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,RGNL DRCT REAL PRPRT ENV HLTH,Quebec City,http://www.wikidata.org/entity/Q2145,Quebec,G1K7Y7,Canada
F5561-200015-001-HAL,2020-03-30T00:00:00Z,2020-08-30T00:00:00Z,N2010E,"Seals, Stern, Tube",Wartsila Canada Inc,Dartmouth,http://www.wikidata.org/entity/Q497373,Nova Scotia,B3B0J6,Canada,10 to 19 employees,233502.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,MARINE ENGINEERING,Dartmouth,http://www.wikidata.org/entity/Q497373,Nova Scotia,B2Y4A2,Canada
F6074-200001-001-XAQ,2020-03-31T00:00:00Z,2021-03-31T00:00:00Z,F030A,Fisheries Resources Management Services,Fishermen Food & Allied Workers Union,St. Johns,http://www.wikidata.org/entity/Q2082,Newfoundland and Labrador,A1C5H5,Canada,20 to 49 employees,1269749.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,FISHERIES SAMPLING,St. Johns,http://www.wikidata.org/entity/Q2082,Newfoundland and Labrador,A1C5X1,Canada
F6815-180001-001-XAQ,2020-03-27T00:00:00Z,2020-03-31T00:00:00Z,G103D,Mental Health Services,Calian Ltd.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2V1C8,Canada,2500 to 4999 employees,66700.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,CCG DIR BUSINESS MGNT SERVS,St. Johns,http://www.wikidata.org/entity/Q2082,Newfoundland and Labrador,A1C5X1,Canada
F7044-140041-001-ML,2020-03-26T00:00:00Z,2020-05-31T00:00:00Z,N2815,Diesel Engines and Components,Garlock of Canada Ltd.,Cochrane,http://www.wikidata.org/entity/Q1105163,Alberta,T4C1A5,Canada,1 to 4 employees,1.35E7,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,D/PROJ.MGR STIMULUS PACKAGE,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0E6,Canada
F7044-190204-001-ML,2020-03-27T00:00:00Z,2021-03-31T00:00:00Z,N2010,Ship and Boat Propulsion Components,Wartsila Canada Inc,Mount Pearl,http://www.wikidata.org/entity/Q1950648,Newfoundland and Labrador,A1N4P8,Canada,5 to 9 employees,7500000.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,D/PROJ.MGR STIMULUS PACKAGE,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0E6,Canada
F7047-190102-001-ML,2020-03-27T00:00:00Z,2021-05-31T00:00:00Z,N2040,Marine Hardware and Hull Items,Keystone Supplies International Ltd,Richmond,http://www.wikidata.org/entity/Q139694,British Columbia,V6X1Z5,Canada,1 to 4 employees,2850287.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,CCG DIRECTOR SERVICES DELIVERY,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0E6,Canada
F7048-190124-002-QF,2020-03-31T00:00:00Z,2020-04-30T00:00:00Z,N5840,"Radar Equipment, Except Airborne","FURUNO U.S.A., INC.",Camas,http://www.wikidata.org/entity/Q1507709,Washington,98607,United States of America,50 to 99 employees,183600.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,"DIRECTOR, ENGINEERING SERVICES",Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0E6,Canada
FP197-190184-001-VAN,2020-03-31T00:00:00Z,2020-05-30T00:00:00Z,N6640M,"FURNITURE, LABORATORY",Solutions Labco Inc.,Edmonton,http://www.wikidata.org/entity/Q2096,Alberta,T5G2X3,Canada,5 to 9 employees,71472.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,N/A,Saint John,http://www.wikidata.org/entity/Q203403,New Brunswick,E2J2A3,Canada
FP959-190007-001-XL,2020-03-27T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,SAP Canada Inc.,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M5K1B7,Canada,2500 to 4999 employees,1737036.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,"BUDG,PLAN& RES.MNGT/FMASB",Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0E6,Canada
FP959-190008-001-XL,2020-03-27T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,SAP Canada Inc.,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M5K1B7,Canada,2500 to 4999 employees,491748.0,Fisheries and Oceans Canada,http://www.wikidata.org/entity/Q349666,"BUDG,PLAN& RES.MNGT/FMASB",Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0E6,Canada
G9292-190494-001-MCT,2020-03-27T00:00:00Z,2020-07-31T00:00:00Z,N7030,ADP Software,socit d'aide au dvelopement des collectivits,Campbellton,http://www.wikidata.org/entity/Q1030568,New Brunswick,E3N1A6,Canada,10 to 19 employees,182275.0,"Ministry of Employment, Workforce, and Labour",http://www.wikidata.org/entity/Q27929061,CONTRACTING&PROCURE.,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0J9,Canada
G9292-203555-001-EEM,2020-03-26T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,HCL Canada Inc.,Mississauga,http://www.wikidata.org/entity/Q50816,Ontario,ONTARIO,Canada,5000 employees and over,50000.0,"Ministry of Employment, Workforce, and Labour",http://www.wikidata.org/entity/Q27929061,CONTRACTING&PROCURE.,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0J9,Canada
G9292-203923-001-ZM,2020-03-31T00:00:00Z,2021-03-30T00:00:00Z,D317B,"Information Retrieval Services, Database",A.Net Solutions Inc.,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,J8X1W2,Canada,5 to 9 employees,232824.0,"Ministry of Employment, Workforce, and Labour",http://www.wikidata.org/entity/Q27929061,CONTRACTING&PROCURE.,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0J9,Canada
G9292-204391-001-EE,2020-03-27T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,Open Text Corporation,Waterloo,http://www.wikidata.org/entity/Q142289,Ontario,N2L0A1,Canada,2500 to 4999 employees,412941.0,"Ministry of Employment, Workforce, and Labour",http://www.wikidata.org/entity/Q27929061,CONTRACTING&PROCURE.,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0J9,Canada
G9292-205208-001-EE,2020-03-27T00:00:00Z,2020-03-31T00:00:00Z,N7030,ADP Software,"The MathWorks, Inc.",Natick,http://www.wikidata.org/entity/Q367070,Massachusetts,01760-2098,United States of America,500 to 999 employees,125432.0,"Ministry of Employment, Workforce, and Labour",http://www.wikidata.org/entity/Q27929061,CONTRACTING&PROCURE.,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0J9,Canada
G9292-214712-001-EE,2020-03-27T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,Pitney Bowes of Canada Ltd.,Mississauga,http://www.wikidata.org/entity/Q50816,Ontario,L4W5C7,Canada,1000 to 1499 employees,438630.0,"Ministry of Employment, Workforce, and Labour",http://www.wikidata.org/entity/Q27929061,STRATEGIC&BUSINESS PLANNING,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0J9,Canada
G9292-215368-001-CZ,2020-03-27T00:00:00Z,2020-06-30T00:00:00Z,T003AF,Advertising Media Planning-Buying,Cossette Media inc.,Quebec City,http://www.wikidata.org/entity/Q2145,Quebec,G1K7R1,Canada,100 to 199 employees,554146.0,"Ministry of Employment, Workforce, and Labour",http://www.wikidata.org/entity/Q27929061,CONTRACTING&PROCURE.,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0J9,Canada
H3618-182911-001-TOR,2020-03-31T00:00:00Z,2022-04-30T00:00:00Z,N6515,"Medical and Surgical Instruments, Equipment and Supplies","Draeger Medical Canada, Inc",Mississauga,http://www.wikidata.org/entity/Q50816,Ontario,L4W4Y6,Canada,20 to 49 employees,58626.0,Health Canada,http://www.wikidata.org/entity/Q1057591,SIOUX LOOKOUT ZONE,Sioux Lookout,http://www.wikidata.org/entity/Q36504,Ontario,P8T1C2,Canada
H4133-163211-001-SS,2020-03-30T00:00:00Z,2020-03-31T00:00:00Z,H300C,Commercial Testing Laboratory Services,Labstat International Inc.,Kitchener,http://www.wikidata.org/entity/Q200166,Ontario,N2C1L3,Canada,50 to 99 employees,1200000.0,Health Canada,http://www.wikidata.org/entity/Q1057591,CONTROLLED SUBS.&TOBACCO DIR.,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K9,Canada
HT201-163731-001-SS,2020-03-30T00:00:00Z,2020-03-31T00:00:00Z,D302A,Informatics Professional Services,University of Windsor,Windsor,http://www.wikidata.org/entity/Q139415,Ontario,N9B3P4,Canada,1500 to 2499 employees,565000.0,Health Canada,http://www.wikidata.org/entity/Q1057591,AIR HEALTH EFFECTS ASSESS.DIV.,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K9,Canada
HT391-193982-001-EE,2020-03-25T00:00:00Z,2021-03-30T00:00:00Z,N7030,ADP Software,MULTICASE INC,Beachwood,http://www.wikidata.org/entity/Q812890,Ohio,44122,United States of America,5 to 9 employees,30000.0,Health Canada,http://www.wikidata.org/entity/Q1057591,RISK ASSESSMENT BUREAU,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K9,Canada
K2E56-200715-001-CAL,2020-03-25T00:00:00Z,2023-03-31T00:00:00Z,N2540005,"Vehicle Accessory, Box Cap for Light Trucks (Fibreglass or Aluminum)",TRX RV INC.,Martensville,http://www.wikidata.org/entity/Q1904137,Saskatchewan,S0K2T0,Canada,10 to 19 employees,27287.0,Environment and Climate Change Canada,http://www.wikidata.org/entity/Q348789,ENVIRONL STEWARDSHIP,Saskatoon,http://www.wikidata.org/entity/Q10566,Saskatchewan,S7N0X4,Canada
K3D33-200901-001-TOR,2020-03-29T00:00:00Z,2023-03-31T00:00:00Z,N6640,Laboratory Equipment and Supplies,Vaisala Canada Inc,Surrey,http://www.wikidata.org/entity/Q390583,British Columbia,V3R6Y8,Canada,20 to 49 employees,101768.0,Environment and Climate Change Canada,http://www.wikidata.org/entity/Q348789,MSC WEM AMD,Downsview,http://www.wikidata.org/entity/Q5303305,Ontario,M3H5T4,Canada
K3D35-160849-001-TOR,2020-03-27T00:00:00Z,2021-03-31T00:00:00Z,N6625WU,DATA LOGGERS,FTS Forest Technology Systems Ltd.,Victoria,http://www.wikidata.org/entity/Q2132,British Columbia,V9B6B2,Canada,20 to 49 employees,3390000.0,Environment and Climate Change Canada,http://www.wikidata.org/entity/Q348789,MSC WEM CWSD-OTT,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0H3,Canada
K3D35-160849-002-TOR,2020-03-27T00:00:00Z,2021-03-31T00:00:00Z,N6625WU,DATA LOGGERS,Sutron Corporation,Sterling,http://www.wikidata.org/entity/Q994379,Virginia,20164,United States of America,100 to 199 employees,1271815.0,Environment and Climate Change Canada,http://www.wikidata.org/entity/Q348789,MSC WEM CWSD-OTT,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0H3,Canada
K4D08-171207-001-TOR,2020-03-31T00:00:00Z,2020-03-31T00:00:00Z,N6830F,"GAS, HELIUM",Messer Canada Inc.,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H1R1B4,Canada,500 to 999 employees,274433.0,Environment and Climate Change Canada,http://www.wikidata.org/entity/Q348789,TECHNICAL SERVICES - AMOD,Thunder Bay,http://www.wikidata.org/entity/Q34116,Ontario,P7B0A2,Canada
K7A41-112026-001-XL,2020-03-31T00:00:00Z,2022-03-31T00:00:00Z,N7030,ADP Software,"Promium, L.L.C.",Bothell,http://www.wikidata.org/entity/Q303046,Washington,98021,United States of America,10 to 19 employees,1742647.0,Environment and Climate Change Canada,http://www.wikidata.org/entity/Q348789,APPLICATIONS DIR CHIEF INFO,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0H3,Canada
KW418-170414-001-CX,2020-03-31T00:00:00Z,2021-03-31T00:00:00Z,T009A,Audio Visual Production Services,Hyperactive Productions Inc.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2E1A3,Canada,10 to 19 employees,101426.0,Environment and Climate Change Canada,http://www.wikidata.org/entity/Q348789,GREAT LAKES CLEANUP FUND,Burlington,http://www.wikidata.org/entity/Q34218,Ontario,L7R4A6,Canada
M5000-204042-001-EE,2020-03-31T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,ESRI Canada Limited.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K1Z1G3,Canada,200 to 499 employees,42493.0,Royal Canadian Mounted Police,http://www.wikidata.org/entity/Q335175,NORTH WEST REGION K-DIVISION,Edmonton,http://www.wikidata.org/entity/Q2096,Alberta,T5G2T4,Canada
M5000-204686-001-CAL,2020-03-25T00:00:00Z,2021-06-19T00:00:00Z,N4910,Motor Vehicle Maintenance and Repair Shop Specialized Equipment,Maxim Transportation Services Inc,Winnipeg,http://www.wikidata.org/entity/Q2135,Manitoba,R3C2E6,Canada,500 to 999 employees,69571.0,Royal Canadian Mounted Police,http://www.wikidata.org/entity/Q335175,NORTH WEST REGION K-DIVISION,Edmonton,http://www.wikidata.org/entity/Q2096,Alberta,T5G2T4,Canada
M7594-161712-001-XL,2020-03-25T00:00:00Z,2021-03-24T00:00:00Z,N7030,ADP Software,Xanalys Canada Inc,Mississauga,http://www.wikidata.org/entity/Q50816,Ontario,L5N8C3,Canada,20 to 49 employees,4269412.0,Royal Canadian Mounted Police,http://www.wikidata.org/entity/Q335175,HQ PROCURE.&CONTRACT.SERVS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0R2,Canada
M7594-177035-001-EEM,2020-03-26T00:00:00Z,2018-03-31T00:00:00Z,N7030,ADP Software,"Altair Engineering Canada, Ltd.",Toronto,http://www.wikidata.org/entity/Q172,Ontario,M3C2G3,Canada,10 to 19 employees,71161.0,Royal Canadian Mounted Police,http://www.wikidata.org/entity/Q335175,HQ PROCURE.&CONTRACT.SERVS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0R2,Canada
M7594-178135-001-IPS,2020-03-25T00:00:00Z,2021-03-31T00:00:00Z,D302A,Informatics Professional Services,Blackline Systems Corporation,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K1T3T7,Canada,20 to 49 employees,288666.0,Royal Canadian Mounted Police,http://www.wikidata.org/entity/Q335175,HQ PROCURE.&CONTRACT.SERVS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0R2,Canada
M7594-204545-001-QD,2020-03-26T00:00:00Z,2023-03-31T00:00:00Z,N5895,Miscellaneous Communications Equipment,"Harris Canada Systems, Inc.",Mississauga,http://www.wikidata.org/entity/Q50816,Ontario,L5B2C9,Canada,500 to 999 employees,317155.0,Royal Canadian Mounted Police,http://www.wikidata.org/entity/Q335175,HQ PROCURE.&CONTRACT.SERVS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0R2,Canada
M7594-204689-001-MD,2020-03-30T00:00:00Z,2021-03-29T00:00:00Z,N2090,Ship and Marine Miscellaneous Equipment,Professional Components Ltd.,Sidney,http://www.wikidata.org/entity/Q390530,British Columbia,V8L5Y1,Canada,20 to 49 employees,129010.0,Royal Canadian Mounted Police,http://www.wikidata.org/entity/Q335175,HQ PROCURE.&CONTRACT.SERVS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0R2,Canada
M7594-205436-001-EE,2020-03-27T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,ESRI Canada Limited.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K1Z1G3,Canada,200 to 499 employees,179399.0,Royal Canadian Mounted Police,http://www.wikidata.org/entity/Q335175,HQ PROCURE.&CONTRACT.SERVS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0R2,Canada
M7594-205941-001-EE,2020-03-27T00:00:00Z,2021-03-26T00:00:00Z,N7030,ADP Software,BriteSky Technologies Inc.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2S1E9,Canada,1 to 4 employees,237363.0,Royal Canadian Mounted Police,http://www.wikidata.org/entity/Q335175,HQ PROCURE.&CONTRACT.SERVS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0R2,Canada
M7594-206194-001-EE,2020-03-25T00:00:00Z,2021-03-30T00:00:00Z,N7030,ADP Software,ESRI Canada Limited,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M3C3R8,Canada,200 to 499 employees,117238.0,Royal Canadian Mounted Police,http://www.wikidata.org/entity/Q335175,HQ PROCURE.&CONTRACT.SERVS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0R2,Canada
M7594-206497-001-XL,2020-03-31T00:00:00Z,2021-03-30T00:00:00Z,N7030,ADP Software,Morpho Canada Inc.,Oakville,http://www.wikidata.org/entity/Q424984,Ontario,L6H6G4,Canada,5000 employees and over,53096.0,Royal Canadian Mounted Police,http://www.wikidata.org/entity/Q335175,HQ PROCURE.&CONTRACT.SERVS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0R2,Canada
