Gastos,Centro,Descripcion Centro,Seccion,Descripcion Seccion,Programa,Descripcion Programa,Capitulo,Descripcion Capitulo,Descripcion Economico,C_DISPUESTO,OBL_RECONOC
6486,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,TRIENIOS,138991.63,138991.63
6487,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,419162.37,419162.37
6488,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECÍFICO,975951.62,975951.62
6489,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,60230.89,60230.89
6490,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,46527.99,46527.99
6491,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,OTRAS REMUNERACIONES,4814.28,4814.28
6492,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,3130.41,3130.41
6493,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,OTRAS REMUNERACIONES,7573.72,7573.72
6494,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,PRODUCTIVIDAD,52784.65,52784.65
6495,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,633319.55,633319.55
6496,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,OTRAS CUOTAS,80406.7,80406.7
6497,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ARRENDAMIENTOS DE MOBILIARIO Y ENSERES,2787.84,2065.32
6498,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.,13232.94,13232.94
6499,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"REP., MANT. Y CONSERV. DE MOBILIARIO",0,0
6500,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,8444.27,7579.12
6501,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",11617.27,11379.37
6502,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,MATERIAL INFORMÁTICO NO INVENTARIABLE,9749.3,9749.3
6503,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,VESTUARIO,1499.19,1499.19
6504,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS SUMINISTROS,1690.33,1690.33
6505,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,TRIBUTOS DE LAS COMUNIDADES AUTÓNOMAS,0,0
6506,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,PUBLICACIÓN EN DIARIOS OFICIALES,0,0
6507,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,GASTOS JURÍDICOS Y CONTENCIOSOS,1500,1500
6508,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS GASTOS DIVERSOS,0,0
6509,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,3360.66,3139.95
6510,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,INDEMNIZACIÓN A VOCALES DE JUNTAS DE DISTRITO,108073.33,108073.33
6511,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,3,GASTOS FINANCIEROS,INTERESES DE DEMORA,17613.81,17613.81
6512,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,3,GASTOS FINANCIEROS,INTERESES DE PROCEDIMIENTOS TRIBUTARIOS,0,0
6513,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,6,INVERSIONES REALES,ÚTILES Y HERRAMIENTAS,992.2,992.2
6514,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92401,PARTICIPACIÓN CIUDADANA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,364941.54,355233.1
6515,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92401,PARTICIPACIÓN CIUDADANA,4,TRANSFERENCIAS CORRIENTES,OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO,42252,42252
6516,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,92401,PARTICIPACIÓN CIUDADANA,7,TRANSFERENCIAS DE CAPITAL,OTRAS TRANSF. DE CAPITAL A INST. SIN FINES LUCRO,7433.39,7433.39
6517,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,93302,EDIFICIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.,161451.11,161451.11
6518,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,93302,EDIFICIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,LIMPIEZA Y ASEO,626948.64,626948.64
6519,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,93302,EDIFICIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,SEGURIDAD,30449.35,22033.82
6520,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,93302,EDIFICIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ESTUDIOS Y TRABAJOS TÉCNICOS,5800,5800
6521,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,93302,EDIFICIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,155924.83,155924.83
6522,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,93302,EDIFICIOS,6,INVERSIONES REALES,EDIFICIOS Y OTRAS CONSTRUCCIONES (REFORMA),32521.84,32332.06
6523,1,AYUNTAMIENTO DE MADRID,214,DISTRITO DE MORATALAZ,93303,I.F.S. GESTIÓN DEL PATRIMONIO,6,INVERSIONES REALES,EDIFICIOS Y OTRAS CONSTRUCCIONES (REFORMA),5219104.58,1572561.76
6524,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,15102,GESTIÓN URBANÍSTICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,GASTOS POR ACCIÓN SUBSIDIARIA,1202.82,1202.82
6525,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,15322,OTRAS ACTUACIONES EN VÍAS PÚBLICAS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,REP.MANT. Y CONSERV. BIENES DESTINADOS USO GENERAL,6125.96,0
6526,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,15322,OTRAS ACTUACIONES EN VÍAS PÚBLICAS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,REP. MANT. Y CONSERV. DE VIAS PUBL. A CARGO PARTIC,9023.17,2084.33
6527,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23102,FAMILIA E INFANCIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS SUMINISTROS,380.47,380.47
6528,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23102,FAMILIA E INFANCIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,390635.23,350153.08
6529,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23102,FAMILIA E INFANCIA,4,TRANSFERENCIAS CORRIENTES,OTRAS TRANSFERENCIAS A FAMILIAS,411145.93,402479.05
6530,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23102,FAMILIA E INFANCIA,7,TRANSFERENCIAS DE CAPITAL,OTRAS TRANSFERENCIAS DE CAPITAL A FAMILIAS,7009.8,5983.8
6531,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23103,PERSONAS MAYORES Y SERVICIOS SOCIALES,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A2,0,0
6532,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23103,PERSONAS MAYORES Y SERVICIOS SOCIALES,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,0,0
6533,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23103,PERSONAS MAYORES Y SERVICIOS SOCIALES,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECÍFICO,0,0
6534,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23103,PERSONAS MAYORES Y SERVICIOS SOCIALES,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,0,0
6535,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23103,PERSONAS MAYORES Y SERVICIOS SOCIALES,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,0,0
6536,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23103,PERSONAS MAYORES Y SERVICIOS SOCIALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS GASTOS DIVERSOS,7897.67,7897.67
6537,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23103,PERSONAS MAYORES Y SERVICIOS SOCIALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,SERVICIO DE AYUDA A DOMICILIO,11628998,1.159777938E7
6538,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23103,PERSONAS MAYORES Y SERVICIOS SOCIALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,410716.48,389053.91
6539,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23103,PERSONAS MAYORES Y SERVICIOS SOCIALES,4,TRANSFERENCIAS CORRIENTES,OTRAS TRANSFERENCIAS A FAMILIAS,24856.88,23870.45
6540,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23103,PERSONAS MAYORES Y SERVICIOS SOCIALES,6,INVERSIONES REALES,OTRO MOBILIARIO Y ENSERES,17132.18,17132.18
6541,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23103,PERSONAS MAYORES Y SERVICIOS SOCIALES,6,INVERSIONES REALES,EQUIPOS PARA PROCESO DE DATOS,1010.72,1010.71
6542,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23103,PERSONAS MAYORES Y SERVICIOS SOCIALES,7,TRANSFERENCIAS DE CAPITAL,OTRAS TRANSFERENCIAS DE CAPITAL A FAMILIAS,9115.44,9115.44
6543,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23106,INTEGRACIÓN COMUNITARIA Y EMERGENCIA SOCIAL,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A2,473999.8,473999.8
6544,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23106,INTEGRACIÓN COMUNITARIA Y EMERGENCIA SOCIAL,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C1,10814.55,10814.55
6545,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23106,INTEGRACIÓN COMUNITARIA Y EMERGENCIA SOCIAL,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C2,81492.03,81492.03
6546,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23106,INTEGRACIÓN COMUNITARIA Y EMERGENCIA SOCIAL,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO E,39869.79,39869.79
6547,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23106,INTEGRACIÓN COMUNITARIA Y EMERGENCIA SOCIAL,1,GASTOS DE PERSONAL,TRIENIOS,74822.26,74822.26
6548,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23106,INTEGRACIÓN COMUNITARIA Y EMERGENCIA SOCIAL,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,342001.22,342001.22
6549,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23106,INTEGRACIÓN COMUNITARIA Y EMERGENCIA SOCIAL,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECÍFICO,712407.45,712407.45
6550,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23106,INTEGRACIÓN COMUNITARIA Y EMERGENCIA SOCIAL,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,39311.52,39311.52
6551,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23106,INTEGRACIÓN COMUNITARIA Y EMERGENCIA SOCIAL,1,GASTOS DE PERSONAL,PRODUCTIVIDAD,15869.4,15869.4
6552,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23106,INTEGRACIÓN COMUNITARIA Y EMERGENCIA SOCIAL,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,529457.51,529457.51
6553,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23106,INTEGRACIÓN COMUNITARIA Y EMERGENCIA SOCIAL,1,GASTOS DE PERSONAL,OTRAS CUOTAS,34945.31,34945.31
6554,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23106,INTEGRACIÓN COMUNITARIA Y EMERGENCIA SOCIAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,428671.94,402808.12
6555,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23106,INTEGRACIÓN COMUNITARIA Y EMERGENCIA SOCIAL,4,TRANSFERENCIAS CORRIENTES,OTRAS TRANSFERENCIAS A FAMILIAS,70531.53,70531.53
6556,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,23106,INTEGRACIÓN COMUNITARIA Y EMERGENCIA SOCIAL,6,INVERSIONES REALES,INSTALACIONES TÉCNICAS,15986.52,15986.52
6557,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,31101,SALUBRIDAD PÚBLICA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A1,46790.16,46790.16
6558,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,31101,SALUBRIDAD PÚBLICA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C1,10504.08,10504.08
6559,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,31101,SALUBRIDAD PÚBLICA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C2,17700.9,17700.9
6560,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,31101,SALUBRIDAD PÚBLICA,1,GASTOS DE PERSONAL,TRIENIOS,18378.6,18378.6
6561,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,31101,SALUBRIDAD PÚBLICA,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,46994.83,46994.83
6562,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,31101,SALUBRIDAD PÚBLICA,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECÍFICO,115938.92,115938.92
6563,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,31101,SALUBRIDAD PÚBLICA,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,5964.94,5964.94
6564,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,31101,SALUBRIDAD PÚBLICA,1,GASTOS DE PERSONAL,PRODUCTIVIDAD,6483.24,6483.24
6565,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,31101,SALUBRIDAD PÚBLICA,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,64518.89,64518.89
6566,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,31101,SALUBRIDAD PÚBLICA,1,GASTOS DE PERSONAL,OTRAS CUOTAS,94.46,94.46
6567,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,31101,SALUBRIDAD PÚBLICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ARRENDAMIENTOS DE OTRO INMOVILIZADO MATERIAL,21804.76,21804.76
6568,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,31101,SALUBRIDAD PÚBLICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS GASTOS DIVERSOS,1011.55,1011.55
6569,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,31101,SALUBRIDAD PÚBLICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,LOCOMOCIÓN URBANA PERSONAL NO DIRECTIVO,329.6,329.6
6570,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,32301,CENTROS DOCENTES ENSEÑANZA INFANTIL Y PRIMARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.,391066.38,354653.98
6571,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,32301,CENTROS DOCENTES ENSEÑANZA INFANTIL Y PRIMARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,LIMPIEZA Y ASEO,998785.9,998785.87
6572,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,32301,CENTROS DOCENTES ENSEÑANZA INFANTIL Y PRIMARIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,2006766.53,1947098.62
6573,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,32301,CENTROS DOCENTES ENSEÑANZA INFANTIL Y PRIMARIA,6,INVERSIONES REALES,EDIFICIOS Y OTRAS CONSTRUCCIONES (REFORMA),65361.69,46392.42
6574,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,32501,ABSENTISMO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,12080.64,12080.64
6575,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,32601,SERVICIOS COMPLEMENTARIOS EDUCACIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,TRANSPORTES,0,0
6576,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,32601,SERVICIOS COMPLEMENTARIOS EDUCACIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,218916.86,203169.77
6577,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,33401,ACTIVIDADES CULTURALES,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A2,13714.82,13714.82
6578,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,33401,ACTIVIDADES CULTURALES,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C1,30838.92,30838.92
6579,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,33401,ACTIVIDADES CULTURALES,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C2,18829.43,18829.43
6580,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,33401,ACTIVIDADES CULTURALES,1,GASTOS DE PERSONAL,TRIENIOS,15822.2,15822.2
6581,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,33401,ACTIVIDADES CULTURALES,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,43470.83,43470.83
6582,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,33401,ACTIVIDADES CULTURALES,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECÍFICO,100900.97,100900.97
6583,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,33401,ACTIVIDADES CULTURALES,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,6177.88,6177.88
6584,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,33401,ACTIVIDADES CULTURALES,1,GASTOS DE PERSONAL,PRODUCTIVIDAD,5766.42,5766.42
6585,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,33401,ACTIVIDADES CULTURALES,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,58667.4,58667.4
6586,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,33401,ACTIVIDADES CULTURALES,1,GASTOS DE PERSONAL,OTRAS CUOTAS,398.16,398.16
6587,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,33401,ACTIVIDADES CULTURALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS SUMINISTROS,106.64,106.64
6588,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,33401,ACTIVIDADES CULTURALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,PUBLICIDAD Y PROPAGANDA,0,0
6589,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,33401,ACTIVIDADES CULTURALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,TALLERES CULTURALES DISTRITOS,504498.83,502683.91
6590,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,33401,ACTIVIDADES CULTURALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,653913.47,590137.4
6591,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,33401,ACTIVIDADES CULTURALES,6,INVERSIONES REALES,OTRAS INVERS. NUEVAS EN INFR.Y BIENES USO GENERAL,423.5,350
6592,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,33401,ACTIVIDADES CULTURALES,6,INVERSIONES REALES,OTRO MOBILIARIO Y ENSERES,7471.04,7471.03
6593,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS SUMINISTROS,2495.62,2158.65
6594,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,12698.95,12698.95
6595,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,34201,INSTALACIONES DEPORTIVAS,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,1609899.73,1609899.73
6596,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,34201,INSTALACIONES DEPORTIVAS,1,GASTOS DE PERSONAL,OTRAS REMUNERACIONES,116517.11,116517.11
6597,1,AYUNTAMIENTO DE MADRID,215,DISTRITO DE CIUDAD LINEAL,34201,INSTALACIONES DEPORTIVAS,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,1818968.16,1818968.16
