Ambit subjectiu,Organ de contractacio,Codi de expedient,id,Objecte del contracte,Descripcio de la prestacio,Tipus de contracte,Pressupost de licitacio,Data de publicacio,Empresa adjudicataria,Import de adjudicacio,Enllace a la publicacio,Codi CPV,Data de adjudicacio
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),005A-UCI-CEM,0420,Escambells,Execució dels treballs i la compra d'equipament per a habilitar una àrea de tractament de 16 llits de pacients crítics a les dependències de la Biblioteca de l'Hospital Universitari Germans Trias i Pujol,Subministraments,223948.21,2020-06-09T00:00:00Z,"DPS HEALTHCARE SOLUTIONS, S.L.",221.6,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64003739&lawType=3,33100000,2020-03-23T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101194535/20/CMUI,0421,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT DESINFECTANT,Contractació emergència subministrament desinfectant,Subministraments,20750,2020-05-20T00:00:00Z,"VESISMIN, S.L.",20750,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62576286&lawType=3,39800000,2020-03-23T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari Integral,76,0422,subministrament de drenatge baix buit,Publicació massiva de contractes tramitats d'emergència 2020,Subministraments,0,2020-07-07T00:00:00Z,DENTSPLY SIRONA IBERIA S.A.U.,874.2,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65297999&lawType=3,33140000,2020-07-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1086,0423,SERVEI ALIMENTACIÓ PACIENTS COVID-19,erveis transversals generals - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Serveis,0,2020-07-01T00:00:00Z,"SERVEI D'APATS, S.L.",720,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65032975&lawType=3,98311000,2020-04-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament de Justícia,JU-2020-353,0424,COVID 19- Televisors centres educatius,Publicació massiva contractes tramitats d'emergencia a 18.06.2020,Subministraments,0,2020-06-19T00:00:00Z,"SERVECAVE, SLU",1836.23,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64393688&lawType=3,32000000-3,2020-04-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020-1104,0425,Subministrament de Material rebutjable de laboratori,Subministrament de material fungible sanitari - Publicació MASSIVA contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-07-23T00:00:00Z,SARSTEDT S.A.U.,900,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66328502&lawType=3,33140000,2020-05-25T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-530,0426,Subministrament de 101.200 mascaretes model KN95/FFP2 en el marc de l'estratègia deresposta a l'epidèmia del SARS-CoV-2.,Subministrament de 101.200 mascaretes model KN95/FFP2 en el marc de l'estratègia deresposta a l'epidèmia del SARS-CoV-2.,Subministraments,207460,2020-05-21T00:00:00Z,"MAKSIMALL TRADE, S.L.U.",207460,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62575690&lawType=3,35814000,2020-05-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospitalari de Vic,CHV CE 64/20,0427,SET HEMOFILTRACIO CONTINUA,Publicació massiva de contractes tramitats d'emergència .,Subministraments,0,2020-07-14T00:00:00Z,"BAXTER,S.L.",12169.24,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65442888&lawType=3,33000000,2020-03-13T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CSE/CC00/1101196769/20/CMUI,0428,CONTRACTACIÓ EMERGÈNCIA SERVEI TRANSPORT KITS DE FINAL DE VIDA,Contractació emergència servei transport kits de final de vida,Serveis,1000,2020-06-15T00:00:00Z,OMFE SA,1000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64085106&lawType=3,60100000,2020-04-07T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AP51/1101201599/20/CMUI,0429,"Subministrament de planxes de metacrilat per separació i protecció individual i seguretat al ciutadà envers el SARS-CoV-2, en els centres assistencials de la GTBCN","Subministrament de planxes de metacrilat per separació i protecció individual i seguretat al ciutadà envers el SARS-CoV-2, en els centres assistencials de la GTBCN",Subministraments,42721,2020-05-29T00:00:00Z,"KAY PRODUCCIONS MULTIMEDIA, SL",42721,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63150665&lawType=3,19520000,2020-05-27T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospitalari de Vic,CHV CE 83/20,0430,GUANT NITRIL S/POLS-L OPT.SENS-RES. T.G,Publicació massiva de contractes tramitats d'emergència .,Subministraments,0,2020-07-14T00:00:00Z,BIMEDICA,10174.09,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65442888&lawType=3,33000000,2020-03-13T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospitalari de Vic,CHV CE 59/20,0431,AZITROMICINA 200MG/5ML susp,Publicació massiva de contractes tramitats d'emergència .,Subministraments,0,2020-07-14T00:00:00Z,"PFIZER,S.L.U.",11253.8,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65442888&lawType=3,33000000,2020-03-13T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,"Departament de Treball, Afers Socials i Famílies",E-07-2020,0432,"Contracte d'emergència per a prestar els servei per a provisió de 20.0000 targetes de prepagament i els serveis connexos, per a les famílies dels menors usuaris dels serveis d'intervenció socioeducativa beneficiaris de serveis d'àpat. (E-07-2020)","Servei per a provisió de 20.0000 targetes de prepagament i els serveis connexos, per a les famílies dels menors usuaris dels serveis d'intervenció socioeducativa beneficiaris de serveis d'àpat.",Serveis,1200000,2020-05-06T00:00:00Z,"CAIXABANC,S.A.",1200000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61987118&lawType=3,55300000,2020-03-19T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101201311/20/CMUI,0433,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT CAIXA TRANSPORT MOSTRA CORONAVIRUS,Contractació emergència subministrament caixa transport mostra coronavirus,Subministraments,40150,2020-06-16T00:00:00Z,TECNISAMPLE SL,40150,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64230875&lawType=3,33140000,2020-05-22T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1083,0434,"Catèters, sondes i altre material fungible sanitari","Subministrament de catèters, sondes i altre material fungible sanitari - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA",Subministraments,0,2020-07-01T00:00:00Z,TELEFLEX MEDICAL SA,14502.7,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65024146&lawType=3,33141200,2020-04-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101198918/20/CMUI,0435,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT MASCARETES,Contractació emergència subministrament mascaretes,Subministraments,2589600,2020-06-25T00:00:00Z,"BARNA IMPORT MEDICA, S.A.",2589600,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64708301&lawType=3,33140000,2020-04-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101200365,0436,BANY 8A.,"Subministrament d'aparells mèdics, materials per a equipament mèdic, mobiliari clínic i general i obres de condicionament per tal facilitar el tractament adequat de pacients afectats per SARS¿CoV¿2 de l'Hospital Universitari Germans Trias i Pujol",Subministraments,364225.45,2020-06-12T00:00:00Z,GOMINTEC CONSTRUCCION SL,9320.58,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64015443&lawType=3,33190000,2020-03-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut de Diagnòstic per la Imatge (IDI),PE-SB-IDI-2020-003,0437,Subministrament mitjançant arrendament operatiu d'un TC d'altes prestacions per a l'IDI Vall d'Hebron - Hospital Universitari Vall d'Hebron,Subministrament mitjançant arrendament operatiu d'un TC d'altes prestacions per a l'IDI Vall d'Hebron - Hospital Universitari Vall d'Hebron,Subministraments,2149470,2020-06-16T00:00:00Z,"SIEMENS HEALTHCARE, S.L.U",2149470,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63993439&lawType=3,33115100,2020-06-12T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101196922/20/CMUI,0438,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT DAVANTALS,Contractació emergència subministrament davantals,Subministraments,142800,2020-05-26T00:00:00Z,GENERAL DE MANIPULADOS PLASTICOS SA,142800,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63058228&lawType=3,33140000,2020-04-08T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101196471/20/CMUI,0439,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT BATES,Contractació emergència subministrament bates,Subministraments,657.8,2020-05-28T00:00:00Z,DISTRAUMA MEDICAL SL,657.8,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63215208&lawType=3,33140000,2020-04-03T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat de Catalunya,CTTI-2020-214,0440,Continuïtat del servei de registre de dades a la plataforma de registre de casos de COVID-19 del Departament de Salut de la Generalitat de Catalunya,ontinuïtat del servei de registre de dades a la plataforma de registre de casos de COVID-19 del Departament de Salut de la Generalitat de Catalunya per garantir l'actualització i disponibilitat de totes les dades d'epidemiologia recollides pels diferents centres sanitaris.,Serveis,18696,2020-07-02T00:00:00Z,"Deloitte Consulting, S.L.U.",18696,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64955361&lawType=3,72310000,2020-06-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-667,0441,Servei extraordinari de neteja i sanejament dels parcs de bombers de Rubí i Mollet del Vallès durant el període d'1 de juny a 30 de setembre de 2020,Servei extraordinari de neteja i sanejament dels parcs de bombers de Rubí i Mollet del Vallès durant el període d'1 de juny a 30 de setembre de 2020,Serveis,7495.52,2020-07-08T00:00:00Z,"GELIM, S.A.",7495.52,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65440517&lawType=3,90911200,2020-06-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1047,0442,Mat.Fontanería,"Subministrament de material de ferreteria, neteja, rober, comestibles i altres materials no sanitaris - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIES",Subministraments,0,2020-06-09T00:00:00Z,AAF SA,9131.83,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64002747&lawType=3,44316000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CO/AH01/1101200700/20/CMUI,0443,Obra de adequació de la instal.lació elèctrica del Pavelló de Pilota de Vall d'Hebron per hospitalització provisional dins del Pla de contingència de l'epidèmia SARS-CoV-2 de l'Hospital Universitari Vall d'Hebron.,Obra de adequació de la instal.lació elèctrica del Pavelló de Pilota de Vall d'Hebron per hospitalització provisional dins del Pla de contingència de l'epidèmia SARS-CoV-2 de l'Hospital Universitari Vall d'Hebron.,Obres,167975.87,2020-06-10T00:00:00Z,RUBATEC SA,167975.8,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63852562&lawType=3,45310000,2020-05-27T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari del Maresme,CSdM 14/20SG,0444,Obra per la instal.lacio de 15 llits per pacients amb covid al soterrani 2,Publicació massiva de contractes tramitats d'emergència .,Subministraments,0,2020-05-06T00:00:00Z,MB Instalaciones,7351,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61943019&lawType=3,33111000,2020-05-06T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament de Justícia,JU-2020-340,0445,COVID-19 Desinfecció extraordinària espais,Publicació massiva contractes tramitats d'emegencia a 22.05.2020,Serveis,0,2020-05-22T00:00:00Z,"LIMPTRES, SL",672,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62880398&lawType=3,90000000-7,2020-04-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH02/1101197653/20/CMUI,0446,SUBMINISTRAMENT MATERIAL SANITARI XERINGUES PER L'HOSPITAL UNIVERSITARI DE BELLVITGE,Subministrament Material Sanitari Xeringues per l'Hospital Universitari de Bellvitge,Subministraments,792,2020-05-14T00:00:00Z,"BECTON DICKINSON, S.A.",792,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62407772&lawType=3,33141310,2020-04-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1058,0447,Material Fungible Sanitari,Subministrament de material fungible sanitari - Publicació MASSIVA contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-06-09T00:00:00Z,"MANMEDIC FIC, S.L.",34816.7,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64000852&lawType=3,33140000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospitalari de Vic,CHV CE 24/20,0448,RESPIRADOR/VENTILADOR PORTÀTIL,Publicació massiva de contractes tramitats d'emergència .,Subministraments,0,2020-07-14T00:00:00Z,COMPAÑIA EUROPEA PRODUCTOS MÉDICOS,12003.2,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65442888&lawType=3,33000000,2020-03-13T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-481,0449,Servei extraordinari de neteja i sanejament dels edificis de laRegió d'Emergències Metropolitana Nord durant el mes d'abril de 2020 en el marc de l'estratègia deresposta a l'epidèmia del SARS-CoV-2.,Servei extraordinari de neteja i sanejament dels edificis de laRegió d'Emergències Metropolitana Nord durant el mes d'abril de 2020 en el marc de l'estratègia deresposta a l'epidèmia del SARS-CoV-2.,Serveis,6707,2020-05-15T00:00:00Z,"OHL SERVICIOS - INGESAN, S.A.",6707,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62486271&lawType=3,90911200,2020-04-28T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació de Gestió Sanitària de l'Hospital de la Santa Creu i Sant Pau,COVID-19/MATERIAL SANITARI,0450,AMBU ADULT REBUTJABLE SPUR II,"Subministrament del material sanitari, necessari per fer front a la pandèmia del COVID-19",Subministraments,0,2020-06-12T00:00:00Z,FIRMA AMBU S.L.,768.6,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64039095&lawType=3,33140000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Mar Parc de Salut de Barcelona,266/2020,0451,185.350 Davantals 78X133 G90,Publicació massiva de contractes tramitats per emergència de subministraments relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 del Consorci Mar Parc de Salut de Barcelona (correspon al mes de maig).,Subministraments,0,2020-06-30T00:00:00Z,"ROCHE HERMANOS, S.A.",11674.69,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64917954&lawType=3,39518000,2020-06-22T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospitalari de Vic,CHV CE 61/20,0452,TOCILIZUMAB 80 MG VIAL (COVID-19)(MSE),Publicació massiva de contractes tramitats d'emergència .,Subministraments,0,2020-07-14T00:00:00Z,ROCHE FARMA S.A.U.,73569.6,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65442888&lawType=3,33000000,2020-03-13T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101197015,0453,Instal·lació SAI modular,"Equipament general: aparells mèdics, materials i accessoris d'aparells, mobiliari clínic i general i obres de condicionament per habilitar 60 llits crítics per al tractament estable de pacients amb Covid per l'Hospital Universitari Germans Trias i Pujol",Subministraments,291638.39,2020-06-12T00:00:00Z,CONTROL Y MONTAJES INDUSTRIALES SA,8593.8,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64019695&lawType=3,33192000,2020-05-04T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Mar Parc de Salut de Barcelona,126/2020,0454,"1 vigilant de seguretat sense arma en horari de 08:00 a 22:00, necessari per fer rondes contínuament per tots els espais de l'Hospital del Mar per tal de reforçar el control de qualsevol persona que no respecti el protocol establert i per recolzar que es compleixin les indicacions dels professionals assistencials, en la lluita d'evitar la propagació del COVID-19 en cas que els familiars o els propis pacients no ho respectin","Publicació massiva de la contractació mitjançant procediment d'emergència d'obres, subministraments i serveis relacionats amb les mesures adoptades per fer front a la situació de crisi sanitària ocasionada per la COVID-19 del Consorci Mar Parc de Salut de Barcelona (correspon als mesos de març i abril).",Serveis,2237949.59,2020-06-03T00:00:00Z,"SABICO SEGURIDAD, S.A.",12029.64,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63458702&lawType=3,33100000,2020-05-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut d'Assistència Sanitària (IAS),CONTR/2020/0000000020,0455,LLANCETA MENALANCETS REF 42122TIRA REACTIVA NOVA PRO GLU,Subministrament de material sanitari corresponent al mes de març 2020 per atendre la urgència de la COVID_19 (Serveis Logístics) de L'IAS,Subministraments,226476.57,2020-05-15T00:00:00Z,MENARINI DIAGNOSTICS,1077.34,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62152530&lawType=3,33140000,2020-04-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101195695/20/CMUI,0456,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT PUNTS UCI,Contractació emergència subministrament punts uci,Subministraments,11641.5,2020-05-21T00:00:00Z,"MEDLINE INTERNATIONAL IBERIA, SL",11641.5,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62650433&lawType=3,33140000,2020-03-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-476,0457,Servei extraordinari de neteja i sanejament dels edificis de laRegió d'Emergències de Lleida durant el mes d'abril de 2020 en el marc de l'estratègia deresposta a l'epidèmia del SARS-CoV-2.,Servei extraordinari de neteja i sanejament dels edificis de laRegió d'Emergències de Lleida durant el mes d'abril de 2020 en el marc de l'estratègia deresposta a l'epidèmia del SARS-CoV-2.,Serveis,5929.88,2020-05-15T00:00:00Z,"SERVEIS DE PERSONAL I NETEJA, SL",5929.88,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62481661&lawType=3,90911200,2020-04-28T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH01/1101200361/20/CMUI,0458,Subministrament de determinacions per a estudi de SARS-CoV-2 en mostres de teixits. Pla de contingència front a l'epidèmia del SARS-CoV-2 de l'Hospital Universitari Vall d'Hebron.,Subministrament de determinacions per a estudi de SARS-CoV-2 en mostres de teixits. Pla de contingència front a l'epidèmia del SARS-CoV-2 de l'Hospital Universitari Vall d'Hebron.,Subministraments,5140,2020-06-19T00:00:00Z,"ROCHE DIAGNOSTICS, S.L.",5140,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64443782&lawType=3,33600000,2020-05-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació Centre de Regulació Genòmica,CONTRACTE 34 - TRAMITACIÓ EMERGÈNCIA COVID-19,0459,Material de laboratori per COBID-19 (Reactius per preparar solucions),Material per realitzar tests de detecció massiva de COVID-19,Subministraments,674.4,2020-06-23T00:00:00Z,"MERCK LIFE SCIENCE, SLU",674.4,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64610733&lawType=3,33696500,2020-06-18T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospitalari de Vic,CHV CE 08/20,0460,CABALIMETRE D'OXIGEN,Publicació massiva de contractes tramitats d'emergència .,Subministraments,0,2020-07-14T00:00:00Z,"AIR LIQUIDE HEALTHCARE ESPAÑA, S.L.",2791.85,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65442888&lawType=3,33000000,2020-03-13T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació de Gestió Sanitària de l'Hospital de la Santa Creu i Sant Pau,COVID-19/FARMÀCIA,0461,SOL. HIPERTÒNICA INHALACIÓ VIAL,"Subministrament de productes de farmàcia, necessari per fer front a la pandèmia del COVID-19",Subministraments,0,2020-06-12T00:00:00Z,CHIESI ESPAÑA SA,47.5,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64033607&lawType=3,33600000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1000,0462,"ENOXAPARINA 80 MG/8000 UI JER 0,8 ML",Subministrament de medicaments - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-05-27T00:00:00Z,"FEDERACIO FARMACEUTICA, S.COOP.",379.07,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63089784&lawType=3,33690000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),1101195311,0463,CARROS,"Contractació dels treballs de condicionament i la compra d'equipament corresponent a un àrea d'hospitalització de 70 llits de pacients convencionals ubicats al gimnàs de l'Institut Guttmann, destinats a l'Hospital UniversitariGermans Trias i Pujol.",Subministraments,133372.24,2020-06-09T00:00:00Z,"PALEX MEDICAL,S.A.",1113.36,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64004847&lawType=3,33192000,2020-03-26T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Sistema d'Emergències Mèdiques SA (SEMSA),CE130/2020,0464,"COMPRA EMERGÈNCIA 130: Subministrament de guants talles XL, L, M i S","Subministrament de guants talles XL, L, M i S",Subministraments,7425,2020-05-25T00:00:00Z,"Barna Import, SA",7425,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62948758&lawType=3,33140000,2020-05-13T00:00:00Z
